horizon_k,slice,model_type,train_n,train_nll,train_nll_per_dim,train_nll_baseline,train_nll_baseline_per_dim,train_dnll,train_dnll_per_dim,eval_n,eval_nll,eval_nll_per_dim,eval_nll_baseline,eval_nll_baseline_per_dim,eval_dnll,eval_dnll_per_dim,eval_direction_cos,eval_logmag_r2,final_checkpoint,rollout_gap_nll,rollout_gap_dnll
1,all,mdn,200000,30.082272147827148,0.9400710046195984,52.85542460571289,1.6517320189285278,-22.773152457885743,-0.7116610143089295,146851,32.36664741507229,1.0114577317210092,52.04948738831154,1.6265464808847356,-19.682839973239247,-0.6150887491637265,0.7517488481445612,0.2848228641124787,outputs/tier2/exp9_pocket_mimi_vae/20260209_010912/phase1/checkpoints/mdn_k1_final.pt,56.749146846412344,56.749146846412344
2,all,mdn,200000,44.25557417358399,1.3829866929244996,52.85542460571289,1.6517320189285278,-8.599850432128903,-0.26874532600402823,146851,46.36743691908061,1.448982403721269,52.04948738831154,1.6265464808847356,-5.68205046923093,-0.17756407716346656,0.35268579338303313,-5.61197730265799,outputs/tier2/exp9_pocket_mimi_vae/20260209_010912/phase1/checkpoints/mdn_k2_final.pt,,
4,all,mdn,200000,49.4123477722168,1.544135867881775,52.85542460571289,1.6517320189285278,-3.443076833496093,-0.10759615104675291,146851,49.516475923619005,1.547389872613094,52.04948738831154,1.6265464808847356,-2.5330114646925352,-0.07915660827164173,0.04769203835917403,-52.954526074768474,outputs/tier2/exp9_pocket_mimi_vae/20260209_010912/phase1/checkpoints/mdn_k4_final.pt,,
8,all,mdn,200000,1525.537768140869,47.67305525440216,52.85542460571289,1.6517320189285278,1472.6823435351562,46.02132323547363,146851,49.77793423212559,1.5555604447539246,52.04948738831154,1.6265464808847356,-2.271553156185952,-0.070986036130811,0.012958266368099877,-90.80528631290382,outputs/tier2/exp9_pocket_mimi_vae/20260209_010912/phase1/checkpoints/mdn_k8_final.pt,,
