2026-02-07 19:48:01 | INFO     | phase0 | [tracking] Registered run: experiment=exp9_pocket_mimi_vae run_id=20260207_194801 git=a1a1bc2 out=outputs/tier2/exp9_pocket_mimi_vae/20260207_194801
2026-02-07 19:49:41 | INFO     | phase0 | [exp9] Run id: 20260207_194801, device: cuda, utterances: 5000
2026-02-07 19:49:41 | INFO     | phase0 | [exp9] Building PocketMimiVAE...
2026-02-07 19:49:43 | INFO     | phase0 | Overriding seanet ratios: [6, 5, 4] -> [6, 5, 4, 4, 4]
2026-02-07 19:49:43 | INFO     | phase0 | Overriding transformer num_layers: 2 -> 8
2026-02-07 19:49:43 | INFO     | phase0 | Overriding transformer context: 250 -> 125
2026-02-07 19:49:43 | INFO     | phase0 | Loading Mimi weights from full TTS model: hf://kyutai/pocket-tts/tts_b6369a24.safetensors@427e3d61b276ed69fdd03de0d185fa8a8d97fc5b
2026-02-07 19:49:44 | INFO     | phase0 | Partial weight load — loaded: 59, shape mismatch: 22, missing: 170, unexpected: 0
2026-02-07 19:49:44 | INFO     | phase0 | Mimi weights loaded successfully
2026-02-07 19:49:44 | INFO     | phase0 | [exp9] VAE built. Trainable params: 67,288,929
2026-02-07 19:49:44 | INFO     | phase0 | [exp9] Discriminator built. Params: 10,539,276
2026-02-07 19:49:46 | INFO     | phase0 | [exp9] WavLM distillation loaded (device=cuda, layer=7)
2026-02-07 19:49:46 | INFO     | phase0 | [exp9] Training VAE-GAN...
2026-02-07 19:49:46 | INFO     | phase0 | [exp9] latent_dim=32 lambda_recon=0.0 beta_kl=0.01 lambda_adv=1.0 lambda_feat=2.0 lambda_distill=25.0 batch=4 lr_g=0.0008 lr_d=0.0008 lr_schedule=cosine steps=50000 gan_warmup=1000 amp=True
2026-02-07 19:51:17 | INFO     | phase0 | [exp9] step=100/50000 [warmup] g=15.6561 recon=477.3197 kl=1017.32 adv_g=0.0000 feat=0.0000 distill=0.2193 d=0.0000
2026-02-07 19:52:52 | INFO     | phase0 | [exp9] step=200/50000 [warmup] g=9.1517 recon=693.1116 kl=406.82 adv_g=0.0000 feat=0.0000 distill=0.2033 d=0.0000
2026-02-07 19:54:26 | INFO     | phase0 | [exp9] step=300/50000 [warmup] g=5.6426 recon=832.0167 kl=60.86 adv_g=0.0000 feat=0.0000 distill=0.2014 d=0.0000
2026-02-07 19:55:59 | INFO     | phase0 | [exp9] step=400/50000 [warmup] g=5.0937 recon=1008.2691 kl=6.95 adv_g=0.0000 feat=0.0000 distill=0.2010 d=0.0000
2026-02-07 19:57:32 | INFO     | phase0 | [exp9] step=500/50000 [warmup] g=5.0583 recon=1155.3020 kl=5.53 adv_g=0.0000 feat=0.0000 distill=0.2001 d=0.0000
