K,method,angular_error_mean_deg,angular_error_median_deg,angular_error_p95_deg,codebook_utilization,codebook_utilization_frac,entropy_ratio,mel_distance_mean,mel_distance_std,l1_distance_mean,trajectory_divergence_mean,trajectory_divergence_growth_rate
64,normalized,57.77959442138672,57.573055267333984,74.16236114501953,64,1.0,0.9863308374387628,5.6791401386260985,2.130950533794947,0.21708331257104874,382.6217041015625,2.6151497430568353
64,unnormalized,58.95524597167969,58.291358947753906,78.19662475585938,63,0.984375,0.9607794326383725,5.0722637414932255,1.533168810701566,0.15493507720530034,197.16493072509766,1.3313062019597746
