state,n_deltas,theta_mean_deg,theta_mean_deg_shuffled
999,439,18.013577,36.785297
1000,466,24.90095,37.052155
1001,293,31.669168,37.797974
1002,206,19.221117,36.96247
1003,241,16.373865,36.599358
1004,389,16.830208,37.28901
1005,445,24.508743,37.61789
1006,384,20.456154,36.327175
1007,300,28.427969,36.80508
1008,314,20.911737,37.621593
1009,358,31.389812,37.61343
1010,418,20.031635,37.639374
1011,427,15.412402,35.487537
1012,613,18.683151,36.893715
1013,358,16.284819,37.423462
1014,400,17.911888,35.168274
1015,394,17.292597,36.562088
1016,617,26.181854,36.886555
1017,361,18.855787,36.53303
1018,426,17.656792,37.149944
1019,513,13.864873,36.277855
1020,350,40.82544,37.19021
1021,277,17.782194,35.65557
1022,182,28.945463,36.608875
1023,522,16.084108,37.81395
1024,477,24.507874,36.89397
1025,378,22.997398,36.35326
1026,418,14.53184,36.76274
1027,276,16.21568,35.80335
1028,534,35.597893,36.61533
1029,556,18.772436,37.562138
1030,388,14.584875,36.39952
1031,484,19.613672,42.093258
1032,367,25.196466,36.246334
1033,266,25.155949,38.445976
1034,360,14.305966,36.932953
1035,245,25.208076,37.27717
1036,309,20.1158,38.001556
1037,452,37.14648,36.549824
1038,311,17.690928,36.106564
1039,225,27.155287,36.335926
1040,412,24.0993,36.471737
1041,337,16.901773,35.888508
1042,567,41.887863,38.121296
1043,281,29.481539,35.010166
1044,502,28.523355,37.616814
1045,334,15.6852045,35.13182
1046,244,26.539423,37.47775
1047,694,16.64112,37.068142
1048,407,13.824345,37.508774
1049,496,18.575212,38.10159
1050,336,17.553812,36.095207
1051,357,33.241554,36.25033
1052,601,16.685617,37.304714
1053,520,19.337883,36.70014
1054,362,14.106049,37.832535
1055,425,25.29882,35.76894
1056,550,12.309088,37.922977
1057,441,25.240856,36.166813
1058,478,18.568693,37.39039
1059,537,31.111067,35.743477
1060,490,21.204638,37.089165
1061,329,17.381525,36.367676
1062,280,30.450848,36.018303
1063,383,18.184845,36.23181
1064,382,24.957987,37.67183
1065,315,25.10805,38.179695
1066,450,41.078705,37.15512
1067,2,,
1068,463,20.76031,37.447453
1069,305,14.363618,38.20443
1070,280,20.052603,36.04475
1071,471,19.183704,38.681774
1072,353,19.427372,35.79114
1073,313,27.025812,35.993717
1074,246,19.45395,36.890812
1075,445,14.2583,36.96118
1076,395,30.650366,37.098423
1077,448,15.220808,38.008358
1078,437,21.51484,36.82555
1079,343,15.099133,37.466652
1080,402,18.196907,37.517952
1081,344,19.074295,36.29529
1082,379,19.575619,37.428864
1083,490,41.206818,36.41646
1084,181,19.816925,37.109013
1085,466,24.293507,36.653458
1086,435,25.168282,37.56193
1087,358,17.080488,36.911694
1088,545,18.595951,37.38024
1089,350,17.49768,36.350918
1090,416,19.34768,36.437088
1091,282,32.92425,37.357338
1092,320,26.021744,37.3689
1093,382,19.399475,37.149372
1094,363,20.211086,36.160263
1095,478,20.745401,37.253185
1096,492,19.594652,36.102898
1097,335,15.385348,37.85835
1098,482,19.096415,37.65955
1099,379,18.22834,36.50234
1100,145,16.53293,38.83804
1101,372,17.490246,35.74961
1102,482,29.332619,37.442738
1103,342,14.517253,37.977634
1104,489,15.269276,36.919365
1105,367,18.518728,37.54611
1106,263,27.306595,36.062225
1107,404,24.59651,36.669518
1108,310,16.257513,36.80453
1109,521,35.465607,36.7062
1110,337,21.03229,37.059433
1111,392,23.344578,36.618275
1112,289,32.74874,36.102177
1113,8,,
1114,343,19.350452,37.363667
1115,392,26.777922,36.89666
1116,715,15.719528,37.29941
1117,551,19.495956,36.974052
1118,397,22.6389,36.411755
1119,239,21.469728,36.92267
1120,442,21.132296,37.86463
1121,415,31.999704,36.711113
1122,460,28.515982,37.869488
1123,331,29.235714,36.782673
1124,338,24.40371,36.48627
1125,396,26.411543,35.805355
1126,500,22.216589,37.175415
1127,373,37.600105,36.87938
1128,537,17.070118,38.471424
1129,288,22.59984,37.17772
1130,34,,
1131,386,17.8792,36.97187
1132,492,23.858917,38.174526
1133,318,16.564478,37.445614
1134,220,20.093657,37.434986
1135,315,34.18774,36.086117
1136,172,32.448162,35.55615
1137,521,19.826044,36.198032
1138,581,19.128784,37.31293
1139,482,22.857761,37.917713
1140,467,19.518486,37.06956
1141,326,34.350094,37.178467
1142,408,19.72316,35.656956
1143,527,21.202946,37.376728
1144,329,23.408436,37.37614
1145,175,17.86043,36.62091
1146,353,24.554182,37.69476
1147,390,25.031511,37.68207
1148,479,21.498817,37.402836
1149,217,29.163757,36.411842
1150,257,20.588894,35.905838
1151,224,21.287218,35.20464
1152,233,16.321827,37.288036
1153,517,24.786407,35.680546
1154,334,36.313747,36.212555
1155,371,30.42098,36.314236
1156,462,22.565243,36.38026
1157,722,22.427668,37.34155
1158,365,15.512304,35.946285
1159,633,36.63417,36.66754
1160,436,17.962702,37.314163
1161,341,41.582,36.480232
1162,446,21.95958,36.960552
1163,347,15.857848,37.298306
1164,244,16.378817,38.627747
1165,347,18.427917,35.19465
1166,276,17.213306,35.73282
1167,395,22.171083,37.284702
1168,376,20.58333,35.975372
1169,218,17.695038,36.954086
1170,368,16.186613,36.549007
1171,287,20.325459,35.73471
1172,441,41.63733,36.393066
1173,405,19.230679,36.890255
1174,366,22.508904,37.177483
1175,581,24.310211,36.80801
1176,514,18.09022,36.727192
1177,573,24.05628,36.634354
1178,409,26.714998,37.059616
1179,400,21.102226,36.959957
1180,441,15.259774,37.084885
1181,405,32.494804,36.593994
1182,409,34.598984,37.0569
1183,636,19.86594,37.100735
1184,405,16.823067,37.43628
1185,207,32.35727,36.51287
1186,477,15.958333,37.243366
1187,301,18.019772,36.452152
1188,338,19.258474,36.70325
1189,371,15.3851185,36.601593
1190,519,20.158247,37.737465
1191,352,35.906384,35.73031
1192,351,17.753494,37.540222
1193,329,26.624489,36.785957
1194,381,24.249039,36.6183
1195,287,25.824183,38.07047
1196,624,14.908785,36.872913
1197,344,20.127098,37.26042
1198,279,29.558247,37.024654
1199,385,15.921562,36.27564
1200,514,24.988495,37.834076
1201,257,14.48849,36.384075
1202,217,23.522982,37.027294
1203,162,22.887283,36.57045
1204,281,17.155632,37.78127
1205,518,22.533243,37.908604
1206,336,19.108974,37.145134
1207,465,18.094484,37.542557
1208,412,17.418705,36.20195
1209,342,20.095638,36.52043
1210,585,19.265533,36.36324
1211,418,16.096382,37.250248
1212,456,15.537196,36.53142
1213,722,16.663456,36.46643
1214,319,13.222453,36.784832
1215,560,17.100851,37.438805
1216,485,16.473082,37.63105
1217,455,18.53951,36.57415
1218,390,18.386093,36.56586
1219,410,17.047468,37.143482
1220,303,15.442023,37.464703
1221,546,25.323328,35.999184
1222,408,23.177816,36.8604
1223,426,23.93073,36.31107
1224,395,19.97999,36.21695
1225,486,23.514246,36.787167
1226,259,13.266025,37.183666
1227,306,30.695644,36.696915
1228,530,21.739954,37.9482
1229,418,19.656487,37.539616
1230,560,18.172857,37.3732
1231,397,16.929964,36.78185
1232,378,28.5382,37.293335
1233,386,28.767664,36.928497
1234,319,19.922964,35.96778
1235,363,17.222973,36.049995
1236,202,16.338652,38.389507
1237,256,18.120518,37.77789
1238,537,21.315315,36.4
1239,261,23.057863,35.810654
1240,252,26.288069,38.244793
1241,333,37.29058,37.20704
1242,405,22.390732,38.008255
1243,381,32.269768,37.459034
1244,385,15.218764,36.748814
1245,294,19.879408,37.02864
1246,429,28.166832,36.792057
1247,314,15.323634,37.302017
1248,373,29.644709,36.77513
1249,310,26.758015,35.27974
1250,429,21.224377,36.330578
1251,169,5.525306,34.442406
1252,342,31.649357,37.471256
1253,358,16.556284,35.807392
1254,413,25.199097,36.466774
1255,375,16.88297,36.740295
1256,319,38.254368,35.254997
1257,632,21.357927,35.846893
1258,586,31.02169,37.060753
1259,543,37.847908,37.16702
1260,489,20.423914,37.788864
1261,345,29.529524,35.990173
1262,384,16.385134,36.676617
1263,125,24.703093,35.019516
1264,397,21.203646,37.458164
1265,345,16.05883,37.828762
1266,174,37.014706,38.1384
1267,80,23.24962,37.71858
1268,364,21.757755,35.364887
1269,507,20.294271,36.659702
1270,468,19.379333,37.465805
1271,426,40.19706,36.60801
1272,336,19.929527,36.63868
1273,211,27.717731,36.625217
1274,486,16.577208,37.64286
1275,514,18.378979,37.81205
1276,394,29.065613,35.777332
1277,364,17.153051,36.388283
1278,178,42.754616,35.980423
1279,558,17.41319,36.912025
1280,465,28.49417,38.456543
1281,506,15.913827,36.254025
1282,360,43.248337,36.264328
1283,360,22.235954,37.810978
1284,393,18.902359,36.940605
1285,371,17.934864,37.207428
1286,354,23.743572,37.715034
1287,559,18.218704,37.20334
1288,670,21.64863,37.080826
1289,330,38.39702,36.77417
1290,519,21.319567,37.17795
1291,588,23.004004,35.85815
1292,491,14.795363,36.374058
1293,145,24.180546,37.682545
1294,373,15.025874,38.15346
1295,438,27.105516,37.107986
1296,454,24.930561,36.98362
1297,356,22.499197,36.629345
1298,300,19.266527,36.881504
1299,526,16.298487,37.56729
1300,468,19.617325,36.676598
1301,508,18.2154,37.53055
1302,321,21.805311,36.195724
1303,191,16.679705,36.356716
1304,170,24.443996,36.856834
1305,418,18.204273,38.191174
1306,292,20.40513,36.74391
1307,670,29.587349,36.51132
1308,562,23.241127,37.881145
1309,326,17.851992,35.19825
1310,448,15.599345,37.12292
1311,432,19.970854,37.437813
1312,293,23.745403,36.837112
1313,593,23.189877,36.030403
1314,485,22.0166,36.89824
1315,478,30.028067,37.932487
1316,297,22.34673,36.291332
1317,329,30.469202,36.515976
1318,352,33.953304,37.73269
1319,482,13.077857,38.08485
1320,563,31.466288,36.44518
1321,536,14.636905,37.019066
1322,403,22.587294,36.885506
1323,295,21.426111,37.79925
1324,507,15.14264,37.026485
1325,186,18.645775,36.634094
1326,396,34.60627,37.622627
1327,329,36.761837,35.372063
1328,197,9.612171,38.32084
1329,299,20.80945,35.7495
1330,455,38.89121,36.910656
1331,362,24.820627,37.00533
1332,245,21.524635,36.664932
1333,394,23.125275,36.715385
1334,656,37.454212,36.261322
1335,282,21.229744,36.362663
1336,383,27.715115,37.474136
1337,161,18.57014,35.419697
1338,430,21.350317,36.867878
1339,538,25.350494,37.6157
1340,326,20.167364,36.888092
1341,498,16.650309,38.39173
1342,284,16.653624,36.33546
1343,566,20.48127,37.737892
1344,286,29.711102,37.04253
1345,454,23.863634,36.793133
1346,400,25.979424,37.107975
1347,442,15.679951,36.27604
1348,251,35.9185,36.79748
1349,346,18.62803,37.486805
1350,499,17.815134,36.62662
1351,227,14.886181,35.84371
1352,411,23.553892,36.78453
1353,474,22.853056,36.86909
1354,324,31.800396,36.671192
1355,524,20.961596,37.138607
1356,426,21.04626,36.801037
1357,431,14.463568,36.476166
1358,209,25.765116,36.45289
1359,500,24.813074,36.37426
1360,273,33.64892,36.893566
1361,567,42.01368,37.44881
1362,405,19.79806,36.487457
1363,347,16.601913,37.601974
1364,408,24.165546,36.46206
1365,1,,
1366,415,17.084166,36.7163
1367,430,19.382725,37.273193
1368,92,30.348303,36.178566
1369,430,17.346512,36.654564
1370,313,20.709146,35.923218
1371,190,44.64731,36.044548
1372,443,18.069704,36.582264
1373,323,18.694841,35.928387
1374,436,25.441416,37.881805
1375,321,39.367455,36.033264
1376,530,24.845736,36.73075
1377,407,20.12969,37.01308
1378,371,16.773096,37.477875
1379,455,25.909998,38.235733
1380,267,20.244658,36.94225
1381,443,24.140608,36.96287
1382,298,23.252756,36.64225
1383,167,38.70998,36.66097
1384,420,14.592106,36.6427
1385,489,22.408457,37.745247
1386,428,27.021708,36.068188
1387,497,25.010471,38.23892
1388,294,15.181938,35.53467
1389,310,24.118324,36.04293
1390,570,23.203197,36.682102
1391,221,39.664455,36.05139
1392,165,29.128853,35.235912
1393,492,21.067894,36.429077
1394,215,29.93171,37.79825
1395,498,24.789062,36.36459
1396,425,29.800661,36.332077
1397,293,25.01869,37.330208
1398,413,24.142675,37.24246
1399,481,15.817865,36.891823
1400,418,17.131422,37.24838
1401,363,20.646818,37.640965
1402,587,15.981011,37.022926
1403,483,19.544025,37.50106
1404,339,19.578728,35.929527
1405,256,23.00282,36.447456
1406,445,15.9788685,37.855408
1407,293,19.611471,35.66002
1408,502,18.862345,37.413723
1409,504,35.85536,37.111088
1410,316,17.869846,36.046207
1411,281,18.387703,36.78541
1412,462,17.780842,36.234123
1413,671,14.766699,35.96005
1414,407,42.518223,38.404896
1415,339,15.220863,36.287884
1416,423,18.160353,36.762897
1417,195,22.881681,37.503567
1418,351,35.813034,38.16827
1419,258,30.495775,36.21354
1420,361,17.491573,37.81628
1421,317,40.183582,37.983234
1422,213,26.790182,36.83085
1423,339,34.501537,36.3605
1424,639,17.369474,36.993793
1425,406,23.386099,38.411884
1426,341,19.45772,35.827892
1427,475,31.840914,37.069237
1428,471,26.109972,36.88445
1429,311,15.195699,36.804806
1430,337,23.293522,38.33472
1431,485,39.127087,35.491333
1432,483,24.078566,36.00277
1433,261,18.394278,36.961754
1434,123,27.813185,33.559082
1435,330,14.2242775,36.052647
1436,246,18.118942,37.84889
1437,472,19.151947,36.03021
1438,392,32.579136,35.414345
1439,340,15.793388,36.826073
1440,205,18.547369,37.682735
1441,510,16.84125,37.79759
1442,426,22.174355,35.878727
1443,463,16.355022,36.448112
1444,341,26.565731,37.212784
1445,417,35.496506,37.64676
1446,492,18.652594,36.91071
1447,552,14.357928,36.032677
1448,212,33.018517,36.10186
1449,272,17.833542,34.57471
1450,351,25.354025,35.633743
1451,474,28.083239,36.920456
1452,380,29.587595,37.316284
1453,383,15.099904,37.731518
1454,503,19.294823,35.78037
1455,302,25.970287,35.67853
1456,472,18.9556,36.66811
1457,325,27.797947,37.027493
1458,520,15.294714,36.594494
1459,498,19.925528,37.996037
1460,458,18.241522,35.87947
1461,424,22.886415,36.667065
1462,392,36.115963,35.95175
1463,3,,
1464,469,22.26385,36.316998
1465,467,23.00379,36.095093
1466,437,19.549467,36.619564
1467,574,37.01813,36.484222
1468,300,25.765356,36.277683
1469,560,39.87263,37.376194
1470,435,27.365604,36.936417
1471,282,16.583168,36.97445
1472,318,17.226908,37.05495
1473,261,21.11974,35.694977
1474,420,27.207539,35.941177
1475,251,17.972504,36.656574
1476,418,17.923832,37.786346
1477,313,15.372077,35.73236
1478,487,25.43457,37.946827
1479,398,19.398106,36.58899
1480,343,19.606398,36.267662
1481,458,16.860945,37.15548
1482,370,24.148535,37.13009
1483,386,19.698908,35.990467
1484,285,16.563425,36.73704
1485,316,31.094034,35.08786
1486,363,42.138542,36.18481
1487,449,26.25017,36.9032
1488,322,35.554497,37.10884
1489,309,20.80409,37.478916
1490,473,22.489553,36.01641
1491,267,15.394986,38.05485
1492,633,35.57258,37.08096
1493,406,20.810484,37.797466
1494,395,31.289078,36.74396
1495,706,22.821707,37.328827
1496,483,13.460432,35.891773
1497,188,31.166603,35.56982
1498,562,19.624033,36.292988
1499,472,16.69353,37.0581
1500,325,16.06436,37.7684
1501,550,16.707533,37.024967
1502,248,18.401556,35.430702
1503,475,15.567915,37.016083
1504,345,20.711708,36.828903
1505,269,20.08437,36.73034
1506,427,20.316185,37.07557
1507,536,26.258839,38.19096
1508,593,27.188665,37.570503
1509,334,16.26243,36.20254
1510,266,31.94025,36.066177
1511,493,25.974058,37.570072
1512,457,23.982248,36.768616
1513,520,17.939823,37.77367
1514,292,30.856686,36.943207
1515,188,20.860199,37.064766
1516,355,18.57242,36.619137
1517,396,22.604334,36.854546
1518,393,39.43648,36.461975
1519,278,27.078321,36.60302
1520,507,17.680185,35.58078
1521,208,13.6685505,36.754375
1522,426,28.079453,36.02406
1523,314,24.183933,34.624233
1524,368,33.27366,37.001637
1525,300,22.98273,36.111614
1526,455,16.214455,36.533573
1527,148,27.76485,35.6697
1528,453,23.57663,37.55631
1529,565,34.540234,36.87902
1530,502,23.799334,37.96887
1531,249,35.318962,36.970036
1532,586,20.745152,37.903736
1533,286,25.817072,35.452682
1534,238,16.373024,35.96772
1535,507,23.635855,37.2737
1536,472,15.66147,36.827015
1537,12,,
1538,587,24.461515,37.746346
1539,571,20.117836,37.84999
1540,496,37.30374,37.232
1541,388,22.537874,35.617657
1542,522,24.722063,36.959007
1543,626,22.337757,37.25761
1544,286,19.883373,36.39673
1545,379,19.187876,37.78023
1546,349,18.556366,36.87369
1547,299,20.242306,36.642185
1548,597,28.70743,37.127384
1549,467,23.28706,37.874104
1550,576,22.482313,36.140854
1551,404,22.104975,37.66472
1552,481,17.118742,37.974403
1553,549,22.83487,37.19927
1554,304,22.77497,36.066048
1555,406,29.107973,37.92882
1556,420,19.551212,35.87865
1557,313,14.626536,38.120743
1558,416,27.95859,38.11804
1559,228,31.824438,35.60894
1560,413,18.741589,36.10669
1561,192,37.455036,36.66068
1562,509,22.404896,36.91815
1563,159,20.28489,35.41902
1564,498,17.102476,36.28572
1565,351,30.127281,37.553818
1566,381,16.20205,37.92855
1567,398,32.964157,36.223923
1568,518,27.431892,37.315884
1569,517,16.057217,37.431583
1570,243,16.650833,37.47137
1571,253,16.195196,39.030563
1572,592,25.815023,37.199036
1573,354,26.405584,37.74464
1574,397,19.322079,37.611317
1575,314,20.6607,36.497746
1576,649,17.900599,36.109272
1577,253,15.070469,36.890377
1578,408,37.17494,36.325996
1579,139,31.096092,34.79743
1580,324,21.648304,36.750065
1581,355,24.940964,37.02479
1582,378,25.350271,36.03652
1583,443,15.784328,36.287537
1584,440,15.180626,37.275017
1585,329,39.34904,36.51655
1586,464,22.529488,37.027588
1587,445,17.39375,37.004604
1588,370,26.025812,38.325493
1589,464,18.796192,37.472942
1590,410,38.891003,35.995636
1591,505,20.59567,38.160515
1592,650,27.727444,41.339863
1593,382,22.639896,37.62713
1594,534,18.656418,37.3698
1595,298,22.140852,37.14664
1596,364,17.361626,36.333717
1597,259,26.03967,36.79639
1598,302,26.23143,36.502922
1599,536,18.495218,36.590137
1600,371,17.841702,37.157307
1601,341,14.316803,36.51354
1602,432,32.920002,36.792538
1603,407,16.93174,36.242176
1604,468,19.231108,37.741005
1605,255,18.463423,36.34483
1606,384,32.629566,38.069668
1607,471,21.049633,37.605793
1608,321,29.270317,37.000454
1609,396,19.195337,36.308743
1610,465,15.576598,37.334476
1611,409,27.802668,36.277874
1612,307,21.049929,36.29788
1613,394,27.300379,38.256863
1614,384,27.82736,36.308422
1615,269,21.49002,36.015484
1616,205,24.125614,36.599483
1617,371,21.390583,36.751762
1618,348,18.655499,38.19816
1619,341,18.947405,36.575577
1620,299,21.456102,37.357853
1621,454,21.003265,36.874405
1622,445,26.219627,36.40005
1623,497,23.843145,36.553345
1624,350,13.667219,37.063343
1625,223,26.021914,37.37773
1626,402,19.433184,36.95991
1627,176,15.636017,36.486855
1628,288,27.322649,37.185486
1629,504,21.650627,37.864098
1630,354,18.135952,36.23522
1631,215,15.313268,35.45744
1632,316,26.847841,35.398006
1633,217,24.71087,35.888084
1634,489,25.421392,37.48629
1635,497,23.75298,37.560833
1636,557,27.852312,36.204117
1637,686,19.505615,36.117035
1638,308,15.0519705,36.792324
1639,346,35.454834,36.650677
1640,489,43.308887,36.16157
1641,310,31.738874,37.207317
1642,331,33.783733,36.082497
1643,258,18.057243,36.858482
1644,674,17.737757,37.306877
1645,342,23.92751,36.40083
1646,369,36.19231,36.17317
1647,596,21.419762,37.17452
1648,346,20.61342,37.319626
1649,400,17.011948,37.02582
1650,444,24.584866,37.09932
1651,321,18.424274,37.207745
1652,521,34.54116,36.63511
1653,280,21.327005,36.023823
1654,360,19.691,35.44085
1655,459,20.291397,36.76243
1656,400,14.938888,37.43799
1657,283,27.320364,35.69552
1658,275,19.007599,38.854385
1659,504,16.655296,36.017536
1660,341,25.916765,36.494892
1661,525,27.863977,37.22037
1662,450,17.818443,37.252907
1663,264,23.134544,37.751724
1664,237,22.897614,36.836433
1665,199,22.908503,35.385815
1666,534,40.18708,36.62663
1667,201,34.31564,35.556946
1668,450,20.1327,37.374
1669,291,26.35041,35.271862
1670,397,15.061154,37.287056
1671,455,24.977665,36.474064
1672,272,32.692757,38.077965
1673,297,22.99256,37.261276
1674,19,,
1675,415,30.653938,38.344975
1676,309,24.213236,36.912365
1677,335,40.960487,37.59406
1678,192,20.346853,35.946846
1679,408,26.626984,36.545242
1680,496,18.153017,37.157513
1681,440,16.630869,36.57127
1682,492,14.392121,36.942345
1683,453,19.6931,36.60126
1684,347,19.126923,35.256214
1685,425,20.867369,35.85941
1686,23,,
1687,468,14.903928,37.39614
1688,366,19.893557,36.528492
1689,522,40.165176,37.474995
1690,467,16.432133,38.14937
1691,407,25.216436,36.360283
1692,475,17.460135,37.21659
1693,306,18.895369,36.914703
1694,396,17.452375,37.31195
1695,393,15.6475525,36.404522
1696,649,17.221205,37.339195
1697,273,26.646921,39.244484
1698,218,24.325191,36.550297
1699,325,11.895933,36.711704
1700,453,24.333664,37.053238
1701,361,27.781288,36.23674
1702,318,27.719862,37.894207
1703,392,29.369595,35.814606
1704,386,14.315299,35.331116
1705,294,21.923517,36.44923
1706,403,40.393402,36.26602
1707,327,19.993467,36.253094
1708,503,22.99778,36.955032
1709,337,19.903805,38.07184
1710,209,31.714731,35.879013
1711,464,33.134804,36.597816
1712,380,16.008804,35.91361
1713,385,20.204529,36.983665
1714,359,16.207952,37.58448
1715,471,20.653364,36.330025
1716,314,40.478516,37.45078
1717,297,20.157608,38.177887
1718,517,17.668196,36.183792
1719,402,35.490078,38.48194
1720,298,20.644758,36.29697
1721,342,29.442623,38.006287
1722,312,27.555214,38.66041
1723,339,21.292923,36.988842
1724,307,17.854742,37.980495
1725,378,29.1404,36.634037
1726,7,,
1727,297,21.690802,37.463875
1728,414,19.264065,37.16659
1729,742,20.280758,37.05394
1730,376,15.486659,36.663254
1731,408,39.500233,37.234776
1732,301,20.485476,36.587
1733,425,16.728945,37.083416
1734,235,24.623562,35.432938
1735,545,23.776594,36.309044
1736,473,37.8417,37.65147
1737,362,18.42898,36.56479
1738,603,20.096037,36.389908
1739,439,23.14678,36.482124
1740,582,20.57315,36.910366
1741,344,25.992256,37.426765
1742,201,34.522526,36.074875
1743,233,22.010273,37.081837
1744,492,27.659063,36.934517
1745,137,24.125061,37.98832
1746,345,27.328846,37.497787
1747,295,26.442476,37.572094
1748,523,21.808523,38.57799
1749,458,16.059183,37.28385
1750,124,28.755869,34.901115
1751,530,20.91931,36.739285
1752,292,22.416872,35.706833
1753,240,30.769567,35.061882
1754,545,19.020603,38.02978
1755,299,27.166988,36.715595
1756,320,21.676916,36.948265
1757,463,23.361103,36.65843
1758,404,19.81244,37.87874
1759,416,19.471647,37.163277
1760,274,24.700233,38.33272
1761,463,16.636896,38.02693
1762,646,20.270632,36.889816
1763,354,16.957664,36.597446
1764,542,20.549627,37.14578
1765,565,17.217524,37.790127
1766,310,23.242544,36.568462
1767,496,17.198177,37.039787
1768,359,15.637839,36.217037
1769,648,23.02287,37.425426
1770,387,22.872623,36.32814
1771,384,23.084562,36.07945
1772,248,18.92366,37.648792
1773,348,32.852028,36.724457
1774,599,30.702772,36.825558
1775,393,23.245615,36.56371
1776,157,24.202213,37.116817
1777,328,14.719047,35.902122
1778,260,31.325037,36.64997
1779,478,18.924232,37.62324
1780,295,19.243856,37.563713
1781,678,15.931504,36.343666
1782,484,18.34799,36.979153
1783,356,25.928986,37.403023
1784,318,20.669271,34.847206
1785,440,18.218462,37.692177
1786,193,25.045504,37.241756
1787,177,19.274221,35.6966
1788,304,25.906437,35.909805
1789,433,22.003698,37.89018
1790,365,29.005901,34.797783
1791,348,15.705808,35.65649
1792,407,30.811228,37.203617
1793,523,21.93477,38.53278
1794,458,20.610477,37.406574
1795,507,18.81158,36.345497
1796,275,19.082237,35.113323
1797,403,22.434307,36.128407
1798,485,27.455183,37.513077
1799,369,19.954435,37.27392
1800,146,17.683968,39.925495
1801,317,17.376356,35.505775
1802,407,15.894126,36.766384
1803,402,18.94315,36.702873
1804,328,28.72845,36.54123
1805,207,26.984306,34.480095
1806,387,23.031967,36.616894
1807,359,28.974522,37.580822
1808,554,17.159365,37.13289
1809,436,20.23431,36.525368
1810,433,24.095108,36.29401
1811,413,21.109867,37.32105
1812,345,20.445778,37.38183
1813,266,24.95626,37.61556
1814,217,20.773151,36.433598
1815,650,37.105846,36.27979
1816,321,36.14521,36.748455
1817,542,19.43733,36.496902
1818,650,17.221556,37.03343
1819,363,21.361147,36.459156
1820,632,17.874792,37.24969
1821,316,18.751387,36.732456
1822,508,14.871775,36.774967
1823,363,33.815228,37.842037
1824,349,20.938074,35.651485
1825,405,31.03533,36.20804
1826,335,24.609509,36.19988
1827,110,19.996677,35.02918
1828,532,17.514336,37.775246
1829,340,23.043608,36.032436
1830,529,21.675907,36.790386
1831,1,,
1832,391,16.189922,37.23035
1833,380,21.89747,37.45532
1834,456,14.189755,36.893562
1835,291,15.46881,36.98577
1836,310,26.198952,38.5213
1837,236,16.865004,36.020275
1838,333,18.007803,36.33796
1839,303,19.246574,36.884747
1840,403,14.941904,35.872406
1841,431,17.907505,36.783497
1842,268,29.555447,36.64842
1843,300,17.60311,36.852993
1844,305,23.564379,36.374294
1845,561,29.763466,37.67331
1846,490,18.624697,36.719093
1847,426,25.657291,35.840336
1848,336,15.485734,37.16549
1849,447,23.057005,37.546795
1850,515,19.856287,37.06068
1851,375,21.405098,35.69362
1852,466,19.160692,37.669632
1853,429,19.639452,36.968273
1854,348,20.360323,37.89475
1855,339,30.625755,35.609467
1856,368,37.60566,37.437733
1857,192,26.196192,37.63745
1858,446,36.020157,37.57785
1859,358,24.014584,36.2609
1860,368,23.377022,37.446266
1861,463,19.029318,37.43507
1862,450,20.461048,38.073906
1863,239,22.433445,36.89736
1864,347,21.3679,35.478874
1865,137,26.170128,34.304974
1866,438,37.738407,37.772125
1867,476,18.827156,37.283203
1868,440,15.38003,36.884266
1869,306,17.29069,34.46184
1870,626,19.380516,37.26837
1871,365,17.47595,37.104908
1872,473,26.87335,35.9125
1873,367,21.839687,36.979813
1874,488,15.242894,37.795513
1875,430,16.540451,36.857178
1876,232,27.85903,37.6576
1877,296,15.707687,36.73986
1878,420,23.082687,37.046032
1879,489,16.71793,36.245045
1880,574,21.132374,36.646633
1881,369,20.878601,35.9186
1882,498,37.642124,36.79221
1883,331,23.354055,37.205593
1884,454,29.62183,37.220337
1885,647,16.416859,36.91859
1886,527,17.810371,35.920673
1887,382,14.202142,38.295452
1888,506,17.820694,35.990757
1889,387,17.082048,37.301765
1890,466,38.57762,36.681137
1891,372,17.140284,37.415684
1892,504,22.954836,36.703793
1893,304,25.485512,36.61444
1894,340,35.91169,38.385246
1895,273,20.09542,36.883324
1896,475,19.895418,36.37704
1897,347,17.083559,36.324524
1898,493,28.833532,37.34074
1899,331,31.791529,37.076107
1900,237,33.75469,37.35337
1901,430,32.64504,35.792
1902,405,16.219044,37.777363
1903,461,28.452106,35.73226
1904,338,19.995363,36.86603
1905,449,17.706675,36.815697
1906,409,18.53458,36.557537
1907,383,17.953009,35.578865
1908,43,,
1909,527,15.1539545,37.018192
1910,213,31.259205,35.20195
1911,538,34.363888,37.62639
1912,377,17.894142,37.147705
1913,353,17.145742,38.132885
1914,459,17.809431,37.803764
1915,530,26.525438,36.985283
1916,193,22.583078,35.878613
1917,404,20.938171,38.324074
1918,264,23.130701,37.753986
1919,301,36.039997,36.973534
1920,411,19.867443,35.492115
1921,561,23.329996,37.064552
1922,266,31.710136,37.79266
1923,152,26.724855,35.318047
1924,368,28.136826,41.62692
1925,481,40.004345,36.737614
1926,360,29.888763,38.15731
1927,623,14.32807,36.365894
1928,346,23.425053,37.364685
1929,484,18.66772,36.387726
1930,341,38.68614,35.248276
1931,337,21.975704,37.28501
1932,465,37.68603,37.42149
1933,456,41.617195,36.837704
1934,184,28.432673,37.4947
1935,179,27.9001,36.28608
