k1,k2,seed,theta_bigram_data,theta_bigram_shuffled_mean,theta_bigram_random,theta_unigram_data_mean,theta_unigram_shuffled_mean,theta_unigram_random_mean
2048,4,11,20.673357091476728,,69.33779520192014,22.64721137830973,36.93429517118898,74.43217145070095
2048,4,22,20.056820772088887,,69.35400265514986,22.64721137830973,36.93429517118898,74.43217145070095
2048,4,33,20.4721806428475,,69.36849239937185,22.64721137830973,36.93429517118898,74.43217145070095
