k1,k2,seed,kind,theta_weighted_mean_deg,theta_unweighted_mean_deg,n_deltas_used,n_states_used,repeat
64,4,11,data,27.316302481554118,27.686054229736328,817279,64,
64,4,11,shuffled,37.235986639714376,37.233062744140625,817279,64,0.0
64,4,11,shuffled,37.26741081044528,37.2742919921875,817279,64,1.0
64,4,11,shuffled,37.31988471586282,37.318077087402344,817279,64,2.0
64,4,11,shuffled,37.21688705629843,37.213382720947266,817279,64,3.0
64,4,11,shuffled,37.27842132681818,37.2831916809082,817279,64,4.0
64,4,11,random,77.47777211747834,77.44966125488281,817279,64,
64,16,11,data,23.475949436134623,23.619043350219727,817279,64,
64,16,11,shuffled,29.11047375411767,29.105146408081055,817279,64,0.0
64,16,11,shuffled,29.09569845118031,29.098712921142578,817279,64,1.0
64,16,11,shuffled,29.103674611569094,29.108482360839844,817279,64,2.0
64,16,11,shuffled,29.119382163258287,29.11505889892578,817279,64,3.0
64,16,11,shuffled,29.088043264714525,29.091922760009766,817279,64,4.0
64,16,11,random,70.40939315493048,70.34913635253906,817279,64,
64,64,11,data,20.877589984478288,20.895130157470703,817279,64,
64,64,11,shuffled,25.702190870476606,25.688182830810547,817279,64,0.0
64,64,11,shuffled,25.69867151023005,25.678184509277344,817279,64,1.0
64,64,11,shuffled,25.696520619859623,25.673175811767578,817279,64,2.0
64,64,11,shuffled,25.69094521760914,25.67121696472168,817279,64,3.0
64,64,11,shuffled,25.699697879827763,25.68218231201172,817279,64,4.0
64,64,11,random,64.05380789842665,63.91443634033203,817279,64,
64,4,22,data,27.254239067912504,27.388980865478516,817279,64,
64,4,22,shuffled,37.282397625402645,37.266326904296875,817279,64,0.0
64,4,22,shuffled,37.278566380219736,37.28394317626953,817279,64,1.0
64,4,22,shuffled,37.25387873619159,37.255126953125,817279,64,2.0
64,4,22,shuffled,37.2409457278582,37.2379150390625,817279,64,3.0
64,4,22,shuffled,37.24658574357838,37.238304138183594,817279,64,4.0
64,4,22,random,77.48684189805354,77.46725463867188,817279,64,
64,16,22,data,23.462385248241794,23.46746063232422,817279,64,
64,16,22,shuffled,29.10762488931963,29.110868453979492,817279,64,0.0
64,16,22,shuffled,29.11342104244739,29.110681533813477,817279,64,1.0
64,16,22,shuffled,29.110326356173648,29.11276626586914,817279,64,2.0
64,16,22,shuffled,29.09188285958954,29.090465545654297,817279,64,3.0
64,16,22,shuffled,29.132004264534434,29.12818145751953,817279,64,4.0
64,16,22,random,70.4143201795309,70.37068176269531,817279,64,
64,64,22,data,20.86628765828884,20.791339874267578,817279,64,
64,64,22,shuffled,25.70041298961286,25.690547943115234,817279,64,0.0
64,64,22,shuffled,25.70195089748395,25.688961029052734,817279,64,1.0
64,64,22,shuffled,25.698090049454628,25.684736251831055,817279,64,2.0
64,64,22,shuffled,25.701248703455402,25.691246032714844,817279,64,3.0
64,64,22,shuffled,25.700612907847812,25.68337631225586,817279,64,4.0
64,64,22,random,64.05043262084858,63.95307159423828,817279,64,
64,4,33,data,27.276666310779234,27.918718338012695,817279,64,
64,4,33,shuffled,37.24807051212597,37.25502014160156,817279,64,0.0
64,4,33,shuffled,37.25740677883147,37.2734375,817279,64,1.0
64,4,33,shuffled,37.294002322489455,37.2940788269043,817279,64,2.0
64,4,33,shuffled,37.29396006195111,37.29691696166992,817279,64,3.0
64,4,33,shuffled,37.24841749375538,37.2484130859375,817279,64,4.0
64,4,33,random,77.48753145526815,77.45429229736328,817279,64,
64,16,33,data,23.411294987402222,23.744810104370117,817279,64,
64,16,33,shuffled,29.100817718872076,29.08997344970703,817279,64,0.0
64,16,33,shuffled,29.109827814246877,29.1087646484375,817279,64,1.0
