2026-02-08 03:50:22 | INFO     | phase0 | [tracking] Registered run: experiment=exp9_pocket_mimi_vae run_id=20260208_035022 git=a1a1bc2 out=outputs/tier2/exp9_pocket_mimi_vae/20260208_035022
2026-02-08 03:52:00 | INFO     | phase0 | [exp9] Run id: 20260208_035022, device: cuda, utterances: 5000
2026-02-08 03:52:00 | INFO     | phase0 | [exp9] Building PocketMimiVAE...
2026-02-08 03:52:01 | INFO     | phase0 | Loading Mimi weights from full TTS model: hf://kyutai/pocket-tts/tts_b6369a24.safetensors@427e3d61b276ed69fdd03de0d185fa8a8d97fc5b
2026-02-08 03:52:01 | INFO     | phase0 | Mimi weights loaded successfully
2026-02-08 03:52:01 | INFO     | phase0 | [exp9] VAE built. Trainable params: 295,936
2026-02-08 03:52:01 | INFO     | phase0 | [exp9] Discriminator built. Params: 7,026,184
2026-02-08 03:52:04 | INFO     | phase0 | [exp9] WavLM distillation loaded (device=cuda, layer=7)
2026-02-08 03:52:04 | INFO     | phase0 | [exp9] Benchmarking pretrained reconstruction (before training)...
2026-02-08 03:52:08 | INFO     | phase0 | [exp9] Pretrain benchmark: mimi_pretrained mel=3.7688 l1=0.0478 | vae_mu_init mel=3.8082 l1=0.0553
2026-02-08 03:52:08 | INFO     | phase0 | [exp9] Training VAE-GAN...
2026-02-08 03:52:08 | INFO     | phase0 | [exp9] latent_dim=128 lambda_recon=1.0 beta_kl=0.01 lambda_adv=1.0 lambda_feat=2.0 lambda_distill=1.0 batch=4 lr_g=0.0001 lr_d=0.0001 lr_schedule=constant steps=1500 gan_warmup=1000 amp=True
2026-02-08 03:52:58 | INFO     | phase0 | [exp9] step=100/1500 [warmup] g=46.5060 recon=10.0347 kl=3621.33 adv_g=0.0000 feat=0.0000 distill=0.2581 d=0.0000
2026-02-08 03:53:49 | INFO     | phase0 | [exp9] step=200/1500 [warmup] g=44.8221 recon=8.6772 kl=3588.71 adv_g=0.0000 feat=0.0000 distill=0.2578 d=0.0000
2026-02-08 03:54:42 | INFO     | phase0 | [exp9] step=300/1500 [warmup] g=44.0513 recon=8.2244 kl=3556.86 adv_g=0.0000 feat=0.0000 distill=0.2583 d=0.0000
2026-02-08 03:55:35 | INFO     | phase0 | [exp9] step=400/1500 [warmup] g=43.4351 recon=7.9222 kl=3525.41 adv_g=0.0000 feat=0.0000 distill=0.2587 d=0.0000
2026-02-08 03:56:28 | INFO     | phase0 | [exp9] step=500/1500 [warmup] g=43.0741 recon=7.8689 kl=3494.66 adv_g=0.0000 feat=0.0000 distill=0.2586 d=0.0000
2026-02-08 03:57:21 | INFO     | phase0 | [exp9] step=600/1500 [warmup] g=42.5821 recon=7.7021 kl=3462.19 adv_g=0.0000 feat=0.0000 distill=0.2582 d=0.0000
2026-02-08 03:58:14 | INFO     | phase0 | [exp9] step=700/1500 [warmup] g=42.2823 recon=7.7325 kl=3429.26 adv_g=0.0000 feat=0.0000 distill=0.2572 d=0.0000
2026-02-08 03:59:07 | INFO     | phase0 | [exp9] step=800/1500 [warmup] g=41.9003 recon=7.6808 kl=3396.31 adv_g=0.0000 feat=0.0000 distill=0.2564 d=0.0000
2026-02-08 04:00:00 | INFO     | phase0 | [exp9] step=900/1500 [warmup] g=41.5152 recon=7.6189 kl=3364.10 adv_g=0.0000 feat=0.0000 distill=0.2553 d=0.0000
2026-02-08 04:00:52 | INFO     | phase0 | [exp9] step=1000/1500 [warmup] g=41.1524 recon=7.5733 kl=3332.44 adv_g=0.0000 feat=0.0000 distill=0.2547 d=0.0000
2026-02-08 04:03:13 | INFO     | phase0 | [exp9] step=1100/1500 g=42.7003 recon=7.5731 kl=3300.27 adv_g=1.6515 feat=0.1098 distill=0.2534 d=1.5241
