experiment,latent_dim,best_eval_dnll,recon_l1,recon_mel,rollout_state_err,rollout_cos
exp9_pocket_mimi_vae,128,117.13970947805944,0.036550491489470004,3.1081827449798585,0.8800677862018347,0.0
