K,method,angular_error_mean_deg,angular_error_median_deg,angular_error_p95_deg,codebook_utilization,codebook_utilization_frac,entropy_ratio,mel_distance_mean,mel_distance_std,l1_distance_mean,trajectory_divergence_mean,trajectory_divergence_growth_rate
512,normalized,51.925148010253906,52.23658752441406,66.97467041015625,445,0.869140625,0.9865764720023394,6.591317558288575,2.514160213858733,0.28345142044126986,392.51033477783204,2.5748645329701825
512,unnormalized,52.842933654785156,53.076683044433594,69.04702758789062,331,0.646484375,0.9671770798020943,4.962601590156555,1.6743569381220151,0.13674101904034613,218.61919860839845,1.489288303987259
