experiment,latent_dim,best_eval_dnll,recon_l1,recon_mel,rollout_state_err,rollout_cos
exp9_pocket_mimi_vae,32,28.92497252742575,0.0362109062448144,3.0766983795166016,0.12604703637771308,0.0
