2026-02-08 23:10:19 | INFO     | phase0 | [tracking] Registered run: experiment=exp9_pocket_mimi_vae run_id=20260208_231019 git=a1a1bc2 out=outputs/tier2/exp9_pocket_mimi_vae/20260208_231019
2026-02-08 23:11:58 | INFO     | phase0 | [exp9] Run id: 20260208_231019, device: cuda, utterances: 5000
2026-02-08 23:11:58 | INFO     | phase0 | [exp9] Building PocketMimiVAE...
2026-02-08 23:11:59 | INFO     | phase0 | Loading Mimi weights from full TTS model: hf://kyutai/pocket-tts/tts_b6369a24.safetensors@427e3d61b276ed69fdd03de0d185fa8a8d97fc5b
2026-02-08 23:11:59 | INFO     | phase0 | Mimi weights loaded successfully
2026-02-08 23:11:59 | INFO     | phase0 | [exp9] VAE built. Trainable params: 172,864
2026-02-08 23:11:59 | INFO     | phase0 | [exp9] Discriminator built. Params: 7,026,184
2026-02-08 23:12:02 | INFO     | phase0 | [exp9] WavLM distillation loaded (device=cuda, layer=7)
2026-02-08 23:12:02 | INFO     | phase0 | [exp9] Benchmarking pretrained reconstruction (before training)...
2026-02-08 23:12:06 | INFO     | phase0 | [exp9] Pretrain benchmark: mimi_pretrained mel=3.7470 l1=0.0486 | vae_mu_init mel=5.2122 l1=0.0631
2026-02-08 23:12:07 | INFO     | phase0 | [exp9] Saved 8 audio samples at step 0 -> outputs/tier2/exp9_pocket_mimi_vae/20260208_231019/samples/pretrain_mimi
2026-02-08 23:12:08 | INFO     | phase0 | [exp9] Saved 8 audio samples at step 0 -> outputs/tier2/exp9_pocket_mimi_vae/20260208_231019/samples/pretrain_vae_mu
2026-02-08 23:12:08 | INFO     | phase0 | [exp9] Wrote pretrain audio samples (n=8) to outputs/tier2/exp9_pocket_mimi_vae/20260208_231019/samples/pretrain_mimi and outputs/tier2/exp9_pocket_mimi_vae/20260208_231019/samples/pretrain_vae_mu
2026-02-08 23:12:08 | INFO     | phase0 | [exp9] Training VAE-GAN...
2026-02-08 23:12:08 | INFO     | phase0 | [exp9] latent_dim=32 lambda_recon=1.0 beta_kl=0.02 kl_norm=True kl_start=2000 kl_ramp=4000 distill_start=2000 det_warmup=2000 lambda_adv=0.0 lambda_feat=0.0 lambda_distill=0.25 lambda_latent_align=5.0 batch=4 lr_g=0.0001 lr_d=0.0001 lr_schedule=constant steps=50000 gan_warmup=1000 amp=True
2026-02-08 23:12:22 | INFO     | phase0 | [exp9] step=100/50000 [warmup] g=9.5689 recon=9.3712 kl=0.5679 kl_raw=908.70 lat_align=0.0395 mu_bt_std=0.000e+00 mu_abs_mean=2.008e-02 mu_abs_max=4.265e-02 mu_std=2.242e-02 mu_mean_bt_abs=2.008e-02 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=0.000e+00 gdec0=7.892e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-08 23:12:36 | INFO     | phase0 | [exp9] step=200/50000 [warmup] g=7.7370 recon=7.5336 kl=0.5679 kl_raw=908.72 lat_align=0.0407 mu_bt_std=0.000e+00 mu_abs_mean=2.046e-02 mu_abs_max=4.378e-02 mu_std=2.273e-02 mu_mean_bt_abs=2.046e-02 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=0.000e+00 gdec0=7.719e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-08 23:12:50 | INFO     | phase0 | [exp9] step=300/50000 [warmup] g=7.7038 recon=7.5020 kl=0.5680 kl_raw=908.72 lat_align=0.0404 mu_bt_std=0.000e+00 mu_abs_mean=2.057e-02 mu_abs_max=4.326e-02 mu_std=2.285e-02 mu_mean_bt_abs=2.057e-02 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=0.000e+00 gdec0=6.656e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-08 23:13:05 | INFO     | phase0 | [exp9] step=400/50000 [warmup] g=7.6177 recon=7.4173 kl=0.5680 kl_raw=908.73 lat_align=0.0401 mu_bt_std=0.000e+00 mu_abs_mean=2.073e-02 mu_abs_max=4.239e-02 mu_std=2.296e-02 mu_mean_bt_abs=2.073e-02 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=0.000e+00 gdec0=6.981e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-08 23:13:19 | INFO     | phase0 | [exp9] step=500/50000 [warmup] g=7.6646 recon=7.4656 kl=0.5680 kl_raw=908.74 lat_align=0.0398 mu_bt_std=0.000e+00 mu_abs_mean=2.099e-02 mu_abs_max=4.230e-02 mu_std=2.320e-02 mu_mean_bt_abs=2.099e-02 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=0.000e+00 gdec0=7.519e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-08 23:13:34 | INFO     | phase0 | [exp9] step=600/50000 [warmup] g=7.4965 recon=7.3003 kl=0.5680 kl_raw=908.74 lat_align=0.0393 mu_bt_std=0.000e+00 mu_abs_mean=2.116e-02 mu_abs_max=4.229e-02 mu_std=2.333e-02 mu_mean_bt_abs=2.116e-02 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=0.000e+00 gdec0=7.882e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-08 23:13:49 | INFO     | phase0 | [exp9] step=700/50000 [warmup] g=7.6207 recon=7.4229 kl=0.5680 kl_raw=908.75 lat_align=0.0396 mu_bt_std=0.000e+00 mu_abs_mean=2.125e-02 mu_abs_max=4.228e-02 mu_std=2.336e-02 mu_mean_bt_abs=2.125e-02 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=0.000e+00 gdec0=7.070e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-08 23:14:04 | INFO     | phase0 | [exp9] step=800/50000 [warmup] g=7.5433 recon=7.3430 kl=0.5680 kl_raw=908.75 lat_align=0.0401 mu_bt_std=0.000e+00 mu_abs_mean=2.141e-02 mu_abs_max=4.201e-02 mu_std=2.344e-02 mu_mean_bt_abs=2.141e-02 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=0.000e+00 gdec0=6.612e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
