experiment,latent_dim,best_eval_dnll,recon_l1,recon_mel,rollout_state_err,rollout_cos
exp9_pocket_mimi_vae,32,-0.5489807164234435,0.05465881273150444,3.7134728479385375,0.015088411411852576,0.0
