2026-02-08 23:48:57 | INFO     | phase0 | [tracking] Registered run: experiment=exp9_pocket_mimi_vae run_id=20260208_234857 git=a1a1bc2 out=outputs/tier2/exp9_pocket_mimi_vae/20260208_234857
2026-02-08 23:50:36 | INFO     | phase0 | [exp9] Run id: 20260208_234857, device: cuda, utterances: 5000
2026-02-08 23:50:36 | INFO     | phase0 | [exp9] Building PocketMimiVAE...
2026-02-08 23:50:37 | INFO     | phase0 | Loading Mimi weights from full TTS model: hf://kyutai/pocket-tts/tts_b6369a24.safetensors@427e3d61b276ed69fdd03de0d185fa8a8d97fc5b
2026-02-08 23:50:37 | INFO     | phase0 | Mimi weights loaded successfully
2026-02-08 23:50:37 | INFO     | phase0 | [exp9] VAE built. Trainable params: 172,864
2026-02-08 23:50:37 | INFO     | phase0 | [exp9] Discriminator built. Params: 7,026,184
2026-02-08 23:50:40 | INFO     | phase0 | [exp9] WavLM distillation loaded (device=cuda, layer=7)
2026-02-08 23:50:40 | INFO     | phase0 | [exp9] Benchmarking pretrained reconstruction (before training)...
2026-02-08 23:50:44 | INFO     | phase0 | [exp9] Pretrain benchmark: mimi_pretrained mel=3.7472 l1=0.0486 | vae_mu_init mel=5.2123 l1=0.0630
2026-02-08 23:50:45 | INFO     | phase0 | [exp9] Saved 8 audio samples at step 0 -> outputs/tier2/exp9_pocket_mimi_vae/20260208_234857/samples/pretrain_mimi
2026-02-08 23:50:46 | INFO     | phase0 | [exp9] Saved 8 audio samples at step 0 -> outputs/tier2/exp9_pocket_mimi_vae/20260208_234857/samples/pretrain_vae_mu
2026-02-08 23:50:46 | INFO     | phase0 | [exp9] Wrote pretrain audio samples (n=8) to outputs/tier2/exp9_pocket_mimi_vae/20260208_234857/samples/pretrain_mimi and outputs/tier2/exp9_pocket_mimi_vae/20260208_234857/samples/pretrain_vae_mu
2026-02-08 23:50:46 | INFO     | phase0 | [exp9] Training VAE-GAN...
2026-02-08 23:50:46 | INFO     | phase0 | [exp9] latent_dim=32 lambda_recon=1.0 beta_kl=0.02 kl_norm=True kl_start=2000 kl_ramp=4000 distill_start=2000 det_warmup=2000 lambda_adv=0.0 lambda_feat=0.0 lambda_distill=0.25 lambda_latent_align=5.0 batch=4 lr_g=0.0001 lr_d=0.0001 lr_schedule=constant steps=50000 gan_warmup=1000 amp=False
