K,method,codebook_utilization,codebook_utilization_frac,entropy_ratio,mel_distance_mean,mel_distance_std,l1_distance_mean,trajectory_divergence_mean,trajectory_divergence_growth_rate,angular_error_mean_deg,angular_error_median_deg,angular_error_p95_deg,recon_error_mean,recon_error_median,recon_error_p95
32,normalized,32,1.0,0.98217303427248,6.139414978027344,1.8374811360050785,0.2983803007751703,422.3121673583984,3.4086419951353064,60.26811218261719,60.09759521484375,76.90831756591797,,,
32,unnormalized,32,1.0,0.9582401056219711,4.778485059738159,1.8923965166809735,0.14309283755719662,208.13255310058594,1.3301341705293148,62.241188049316406,61.19108581542969,82.81946563720703,,,
32,state_vq,32,1.0,0.9830388340635893,2.0326271414756776,0.20044982712604947,0.03618599120527506,52.6436107635498,-0.002473878315241288,,,,53.48392105102539,54.17951583862305,71.99716186523438
