k,mean_data,mean_data,mean_random,mean_random,gap_mean_deg,gap_mean_deg,median_data,median_data,median_random,median_random
,mean,std,mean,std,mean,std,mean,std,mean,std
16,61.99251174926758,0.2276228491257068,70.95909118652344,0.0047124158265965735,8.96657943725586,0.223012173303929,62.797804514567055,0.16676930187769445,71.49559020996094,0.003442091625153745
32,58.03453699747721,0.041233692934324224,68.07099914550781,0.04563681566138648,10.0364621480306,0.06446766828482259,58.77051671346029,0.03697736144049352,68.5889383951823,0.039346952923073615
64,54.41490809122721,0.06806261736860235,65.4590555826823,0.0017997017770811957,11.044147491455078,0.06639000388436868,55.113641103108726,0.07143422800039795,65.96380360921223,0.0009613440772585834
128,51.42958323160807,0.03201658901155573,63.095534006754555,0.002716809966965181,11.665950775146484,0.030147284596220823,52.07251993815104,0.035365780266371674,63.57368469238281,0.0023877902441128977
256,48.788214365641274,0.05388194197983002,60.86547342936198,0.005053747352831765,12.077259063720703,0.049364725634059824,49.35285186767578,0.06440693460443016,61.32371139526367,0.002888751131405809
512,46.41118240356445,0.03194976073491967,58.74557113647461,0.008279468896182963,12.334388732910156,0.025087649998340573,46.92979303995768,0.02281169200203379,59.18957773844401,0.010673101888135817
1024,44.26678721110026,0.006400023381049124,56.69311777750651,0.007748972624781598,12.42633056640625,0.014061684572400162,44.733420054117836,0.012301812761729775,57.131882985432945,0.004704673009485115
