k1,k2,seed,kind,theta_weighted_mean_deg,theta_unweighted_mean_deg,n_deltas_used,n_states_used,repeat
512,16,33,shuffled,61.32070219488908,61.092227935791016,817233,511,3.0
512,16,33,shuffled,61.322276104299895,61.10844421386719,817233,511,4.0
512,16,33,random,68.22888344652242,67.83705139160156,817233,511,
512,32,33,data,41.64891058380077,40.42441177368164,817233,511,
512,32,33,shuffled,56.626790855750116,56.26803207397461,817233,511,0.0
512,32,33,shuffled,56.633846629150256,56.28288269042969,817233,511,1.0
512,32,33,shuffled,56.624420377591605,56.27202224731445,817233,511,2.0
512,32,33,shuffled,56.64504799634527,56.28989791870117,817233,511,3.0
512,32,33,shuffled,56.64355704023576,56.27720642089844,817233,511,4.0
512,32,33,random,64.00004706464841,63.424678802490234,817233,511,
512,64,33,data,38.734309029886674,37.52404022216797,817180,510,
512,64,33,shuffled,51.92410292911467,51.42679214477539,817180,510,0.0
512,64,33,shuffled,51.916336180199295,51.411956787109375,817180,510,1.0
512,64,33,shuffled,51.92668195800718,51.423789978027344,817180,510,2.0
512,64,33,shuffled,51.914030466798835,51.41218566894531,817180,510,3.0
512,64,33,shuffled,51.911061326091826,51.41141891479492,817180,510,4.0
512,64,33,random,59.41902726793165,58.6884765625,817180,510,
1024,4,11,data,48.78802325421116,47.18163299560547,817199,1021,
1024,4,11,shuffled,70.75584328403455,70.61032104492188,817199,1021,0.0
1024,4,11,shuffled,70.73490806150944,70.59335327148438,817199,1021,1.0
1024,4,11,shuffled,70.74438281630857,70.59591674804688,817199,1021,2.0
1024,4,11,shuffled,70.74174660806578,70.59956359863281,817199,1021,3.0
1024,4,11,shuffled,70.73895480928766,70.58537292480469,817199,1021,4.0
1024,4,11,random,75.67857476199568,75.39094543457031,817199,1021,
1024,8,11,data,45.763367603272066,44.291961669921875,817199,1021,
1024,8,11,shuffled,65.49903944820826,65.25437927246094,817199,1021,0.0
1024,8,11,shuffled,65.52015496621574,65.28340911865234,817199,1021,1.0
1024,8,11,shuffled,65.50119663958655,65.26301574707031,817199,1021,2.0
1024,8,11,shuffled,65.51611913741498,65.28418731689453,817199,1021,3.0
1024,8,11,shuffled,65.49576296686969,65.25462341308594,817199,1021,4.0
1024,8,11,random,71.15855208177271,70.75162506103516,817199,1021,
1024,16,11,data,42.82094959365002,41.411643981933594,817199,1021,
1024,16,11,shuffled,60.43110556578549,60.06119918823242,817199,1021,0.0
1024,16,11,shuffled,60.4359615203285,60.06429672241211,817199,1021,1.0
1024,16,11,shuffled,60.42783690046868,60.05420684814453,817199,1021,2.0
1024,16,11,shuffled,60.435917849259454,60.073909759521484,817199,1021,3.0
1024,16,11,shuffled,60.44251549476525,60.068912506103516,817199,1021,4.0
1024,16,11,random,66.61224016806726,66.03813934326172,817199,1021,
1024,32,11,data,39.74412807181874,38.32256317138672,817199,1021,
1024,32,11,shuffled,55.19662498133851,54.61071014404297,817199,1021,0.0
1024,32,11,shuffled,55.20771585669854,54.62283706665039,817199,1021,1.0
1024,32,11,shuffled,55.20091382181582,54.62144088745117,817199,1021,2.0
1024,32,11,shuffled,55.20403453952208,54.62480926513672,817199,1021,3.0
1024,32,11,shuffled,55.204185810915746,54.617774963378906,817199,1021,4.0
1024,32,11,random,61.70778206395249,60.89187240600586,817199,1021,
1024,64,11,data,36.29052780421108,34.76459884643555,817136,1020,
1024,64,11,shuffled,49.606912137436375,48.704864501953125,817136,1020,0.0
1024,64,11,shuffled,49.622898604165805,48.71785354614258,817136,1020,1.0
1024,64,11,shuffled,49.617390968364916,48.717384338378906,817136,1020,2.0
1024,64,11,shuffled,49.60765635469839,48.712337493896484,817136,1020,3.0
1024,64,11,shuffled,49.60664911027713,48.7085075378418,817136,1020,4.0
1024,64,11,random,56.14433950590174,54.97871017456055,817136,1020,
1024,4,22,data,48.74201181725115,47.51082229614258,817192,1020,
1024,4,22,shuffled,70.76226739671773,70.65200805664062,817192,1020,0.0
1024,4,22,shuffled,70.73000255432687,70.61355590820312,817192,1020,1.0
1024,4,22,shuffled,70.75098936668566,70.63948059082031,817192,1020,2.0
1024,4,22,shuffled,70.73402293868433,70.62528228759766,817192,1020,3.0
1024,4,22,shuffled,70.76627757887276,70.64459228515625,817192,1020,4.0
1024,4,22,random,75.6607978451539,75.4360580444336,817192,1020,
1024,8,22,data,45.74171700080139,44.603702545166016,817192,1020,
1024,8,22,shuffled,65.52444993431396,65.32929229736328,817192,1020,0.0
1024,8,22,shuffled,65.5012689143824,65.31663513183594,817192,1020,1.0
1024,8,22,shuffled,65.48982082064789,65.3009033203125,817192,1020,2.0
1024,8,22,shuffled,65.4961765852909,65.3143081665039,817192,1020,3.0
1024,8,22,shuffled,65.51181778244305,65.32623291015625,817192,1020,4.0
1024,8,22,random,71.14849575214583,70.8322982788086,817192,1020,
1024,16,22,data,42.79739661753165,41.70275115966797,817192,1020,
1024,16,22,shuffled,60.43197744823877,60.137611389160156,817192,1020,0.0
1024,16,22,shuffled,60.43821987967459,60.14955139160156,817192,1020,1.0
1024,16,22,shuffled,60.42738379278092,60.13771057128906,817192,1020,2.0
1024,16,22,shuffled,60.43734604050409,60.142112731933594,817192,1020,3.0
1024,16,22,shuffled,60.431038392230924,60.14191436767578,817192,1020,4.0
1024,16,22,random,66.59242145228764,66.14188385009766,817192,1020,
1024,32,22,data,39.717652803860226,38.61013412475586,817192,1020,
1024,32,22,shuffled,55.178175237212905,54.731632232666016,817192,1020,0.0
1024,32,22,shuffled,55.200304824171205,54.74675750732422,817192,1020,1.0
1024,32,22,shuffled,55.19888620825,54.746986389160156,817192,1020,2.0
1024,32,22,shuffled,55.20189597852222,54.75201416015625,817192,1020,3.0
1024,32,22,shuffled,55.196137370217755,54.745635986328125,817192,1020,4.0
1024,32,22,random,61.68467674106554,61.050331115722656,817192,1020,
1024,64,22,data,36.248459112940736,35.030609130859375,817192,1020,
1024,64,22,shuffled,49.591783953142006,48.876678466796875,817192,1020,0.0
1024,64,22,shuffled,49.601678843528525,48.88494873046875,817192,1020,1.0
1024,64,22,shuffled,49.59453939571597,48.877323150634766,817192,1020,2.0
1024,64,22,shuffled,49.59660605443944,48.87212371826172,817192,1020,3.0
1024,64,22,shuffled,49.60425425798369,48.89047622680664,817192,1020,4.0
1024,64,22,random,56.099012064578304,55.170188903808594,817192,1020,
1024,4,33,data,48.77346679187405,47.251285552978516,817227,1020,
1024,4,33,shuffled,70.72833621507218,70.58999633789062,817227,1020,0.0
1024,4,33,shuffled,70.75780787037458,70.60584259033203,817227,1020,1.0
1024,4,33,shuffled,70.74755891928622,70.5957260131836,817227,1020,2.0
1024,4,33,shuffled,70.74629086127479,70.59765625,817227,1020,3.0
1024,4,33,shuffled,70.75441395098382,70.60238647460938,817227,1020,4.0
1024,4,33,random,75.6799554019309,75.39531707763672,817227,1020,
1024,8,33,data,45.77265642028032,44.36252975463867,817227,1020,
1024,8,33,shuffled,65.50364661554076,65.2590560913086,817227,1020,0.0
1024,8,33,shuffled,65.49546181217005,65.25934600830078,817227,1020,1.0
1024,8,33,shuffled,65.52315871044632,65.28394317626953,817227,1020,2.0
1024,8,33,shuffled,65.50442298066488,65.26229858398438,817227,1020,3.0
1024,8,33,shuffled,65.51541500713007,65.27747344970703,817227,1020,4.0
1024,8,33,random,71.16182762757587,70.75798034667969,817227,1020,
1024,16,33,data,42.82818001882659,41.47493362426758,817227,1020,
1024,16,33,shuffled,60.43845603169529,60.07194900512695,817227,1020,0.0
1024,16,33,shuffled,60.43652776179168,60.060890197753906,817227,1020,1.0
1024,16,33,shuffled,60.43596448904932,60.069984436035156,817227,1020,2.0
1024,16,33,shuffled,60.43663550416479,60.061771392822266,817227,1020,3.0
1024,16,33,shuffled,60.43222725010214,60.057273864746094,817227,1020,4.0
1024,16,33,random,66.60399999386853,66.03617858886719,817227,1020,
1024,32,33,data,39.75586811996582,38.38628005981445,817227,1020,
1024,32,33,shuffled,55.19413085607258,54.62093734741211,817227,1020,0.0
1024,32,33,shuffled,55.20838404816991,54.630760192871094,817227,1020,1.0
1024,32,33,shuffled,55.200764125080866,54.62234115600586,817227,1020,2.0
1024,32,33,shuffled,55.20051948354833,54.62125778198242,817227,1020,3.0
1024,32,33,shuffled,55.21057191490985,54.634464263916016,817227,1020,4.0
1024,32,33,random,61.71492170921198,60.9038200378418,817227,1020,
1024,64,33,data,36.298026025474606,34.794471740722656,817227,1020,
1024,64,33,shuffled,49.605341056509104,48.683414459228516,817227,1020,0.0
1024,64,33,shuffled,49.601779982417845,48.67830276489258,817227,1020,1.0
1024,64,33,shuffled,49.61012384727776,48.68870162963867,817227,1020,2.0
1024,64,33,shuffled,49.61465386817464,48.69255065917969,817227,1020,3.0
1024,64,33,shuffled,49.60793700864693,48.676692962646484,817227,1020,4.0
1024,64,33,random,56.13266345794985,54.93845748901367,817227,1020,
2048,4,11,data,47.3353162947836,46.12457275390625,817124,2040,
2048,4,11,shuffled,70.0847732691739,69.8105239868164,817124,2040,0.0
2048,4,11,shuffled,70.10135238167041,69.83429718017578,817124,2040,1.0
2048,4,11,shuffled,70.10289023720247,69.8427505493164,817124,2040,2.0
2048,4,11,shuffled,70.08798768858456,69.8224868774414,817124,2040,3.0
2048,4,11,shuffled,70.10750353949476,69.842529296875,817124,2040,4.0
2048,4,11,random,74.46636593934194,74.04708862304688,817124,2040,
2048,8,11,data,44.17460601458804,43.02733612060547,817124,2040,
2048,8,11,shuffled,64.44306528186564,64.03211975097656,817124,2040,0.0
2048,8,11,shuffled,64.45566762104724,64.04688262939453,817124,2040,1.0
2048,8,11,shuffled,64.44444350917209,64.0324478149414,817124,2040,2.0
2048,8,11,shuffled,64.45175425362224,64.03656005859375,817124,2040,3.0
2048,8,11,shuffled,64.44821103408454,64.0330581665039,817124,2040,4.0
2048,8,11,random,69.45305076589337,68.86046600341797,817124,2040,
2048,16,11,data,40.93042096759118,39.75994110107422,817124,2040,
2048,16,11,shuffled,58.810405605428635,58.185935974121094,817124,2040,0.0
2048,16,11,shuffled,58.81395803840111,58.190948486328125,817124,2040,1.0
2048,16,11,shuffled,58.81664816801637,58.19179153442383,817124,2040,2.0
2048,16,11,shuffled,58.82843174654911,58.197113037109375,817124,2040,3.0
2048,16,11,shuffled,58.8049869981836,58.18247604370117,817124,2040,4.0
2048,16,11,random,64.20464980964127,63.383426666259766,817124,2040,
2048,32,11,data,37.289470371686555,35.9653434753418,817124,2040,
2048,32,11,shuffled,52.683229176995255,51.70591354370117,817124,2040,0.0
2048,32,11,shuffled,52.69953002747198,51.722450256347656,817124,2040,1.0
2048,32,11,shuffled,52.697638550548184,51.72648239135742,817124,2040,2.0
2048,32,11,shuffled,52.69123348439376,51.72435760498047,817124,2040,3.0
2048,32,11,shuffled,52.687438938294314,51.71051025390625,817124,2040,4.0
2048,32,11,random,58.303914454839486,57.1036376953125,817124,2040,
2048,64,11,data,32.70034129656551,30.999563217163086,817019,2038,
2048,64,11,shuffled,45.56953857958451,43.968013763427734,817019,2038,0.0
2048,64,11,shuffled,45.57955166914361,43.98572540283203,817019,2038,1.0
2048,64,11,shuffled,45.562707503863805,43.96575927734375,817019,2038,2.0
2048,64,11,shuffled,45.57736840321604,43.9793701171875,817019,2038,3.0
2048,64,11,shuffled,45.586139246424224,43.99295425415039,817019,2038,4.0
2048,64,11,random,51.074961408724896,49.19683074951172,817019,2038,
2048,4,22,data,47.30811230282888,45.947837829589844,817128,2040,
2048,4,22,shuffled,70.08848928960079,69.7882080078125,817128,2040,0.0
2048,4,22,shuffled,70.08863792036063,69.7861557006836,817128,2040,1.0
2048,4,22,shuffled,70.08898359962126,69.78700256347656,817128,2040,2.0
2048,4,22,shuffled,70.09793755756543,69.79248046875,817128,2040,3.0
2048,4,22,shuffled,70.10214099261172,69.79898834228516,817128,2040,4.0
2048,4,22,random,74.47961117060457,74.00650787353516,817128,2040,
2048,8,22,data,44.163878878601906,42.85969543457031,817128,2040,
2048,8,22,shuffled,64.46152488624259,63.98995590209961,817128,2040,0.0
2048,8,22,shuffled,64.46572931607331,63.9967155456543,817128,2040,1.0
2048,8,22,shuffled,64.45655053616657,63.98128128051758,817128,2040,2.0
2048,8,22,shuffled,64.46662551447008,64.00274658203125,817128,2040,3.0
2048,8,22,shuffled,64.45022087738796,63.98208999633789,817128,2040,4.0
2048,8,22,random,69.47521871227808,68.79817199707031,817128,2040,
2048,16,22,data,40.918081430589574,39.586551666259766,817128,2040,
2048,16,22,shuffled,58.81422565434828,58.09418487548828,817128,2040,0.0
2048,16,22,shuffled,58.82034615651216,58.104862213134766,817128,2040,1.0
2048,16,22,shuffled,58.82600284369922,58.112247467041016,817128,2040,2.0
2048,16,22,shuffled,58.82405486796258,58.113582611083984,817128,2040,3.0
2048,16,22,shuffled,58.826778454697994,58.105125427246094,817128,2040,4.0
2048,16,22,random,64.23584010845413,63.29631042480469,817128,2040,
2048,32,22,data,37.29493833169123,35.77538299560547,817128,2040,
2048,32,22,shuffled,52.698095430273085,51.58605194091797,817128,2040,0.0
2048,32,22,shuffled,52.699070633830836,51.57280731201172,817128,2040,1.0
2048,32,22,shuffled,52.71147974862973,51.59489059448242,817128,2040,2.0
2048,32,22,shuffled,52.708564367511954,51.595558166503906,817128,2040,3.0
2048,32,22,shuffled,52.71299432765403,51.58430480957031,817128,2040,4.0
2048,32,22,random,58.334795428247205,56.95478057861328,817128,2040,
2048,64,22,data,32.707599568615485,30.753149032592773,817025,2038,
2048,64,22,shuffled,45.57695565668388,43.731929779052734,817025,2038,0.0
2048,64,22,shuffled,45.58526588595186,43.736183166503906,817025,2038,1.0
2048,64,22,shuffled,45.57871916509966,43.720619201660156,817025,2038,2.0
2048,64,22,shuffled,45.58384183800617,43.73539733886719,817025,2038,3.0
2048,64,22,shuffled,45.56965431719266,43.721099853515625,817025,2038,4.0
2048,64,22,random,51.115394350526195,48.94129180908203,817025,2038,
2048,4,33,data,47.313485789480815,46.11851501464844,817147,2039,
2048,4,33,shuffled,70.10261561218479,69.80522155761719,817147,2039,0.0
2048,4,33,shuffled,70.10250371480603,69.81964111328125,817147,2039,1.0
2048,4,33,shuffled,70.10918616390732,69.81565856933594,817147,2039,2.0
2048,4,33,shuffled,70.12240508621122,69.825439453125,817147,2039,3.0
2048,4,33,shuffled,70.10339044857933,69.81061553955078,817147,2039,4.0
2048,4,33,random,74.46857030266987,74.0150375366211,817147,2039,
2048,8,33,data,44.15769288936188,43.022605895996094,817147,2039,
2048,8,33,shuffled,64.45336002920476,64.00089263916016,817147,2039,0.0
2048,8,33,shuffled,64.45446962097338,63.99974060058594,817147,2039,1.0
2048,8,33,shuffled,64.46008751356935,64.00727081298828,817147,2039,2.0
2048,8,33,shuffled,64.46902073716171,64.00712585449219,817147,2039,3.0
2048,8,33,shuffled,64.47424344751308,64.02227783203125,817147,2039,4.0
2048,8,33,random,69.47318118747653,68.82569885253906,817147,2039,
2048,16,33,data,40.92069530969647,39.742347717285156,817147,2039,
2048,16,33,shuffled,58.815811890328966,58.125423431396484,817147,2039,0.0
2048,16,33,shuffled,58.807292815199055,58.122711181640625,817147,2039,1.0
2048,16,33,shuffled,58.83236695221983,58.151710510253906,817147,2039,2.0
2048,16,33,shuffled,58.81473667238837,58.129859924316406,817147,2039,3.0
2048,16,33,shuffled,58.82141575660762,58.12809753417969,817147,2039,4.0
2048,16,33,random,64.22435323131351,63.31739807128906,817147,2039,
2048,32,33,data,37.28161103502635,35.9157829284668,817147,2039,
2048,32,33,shuffled,52.69837399914211,51.62553787231445,817147,2039,0.0
2048,32,33,shuffled,52.70142699529443,51.628902435302734,817147,2039,1.0
2048,32,33,shuffled,52.70252592214991,51.62699508666992,817147,2039,2.0
2048,32,33,shuffled,52.70749602981825,51.639076232910156,817147,2039,3.0
2048,32,33,shuffled,52.69008252354215,51.61807632446289,817147,2039,4.0
2048,32,33,random,58.327962969831844,57.008880615234375,817147,2039,
2048,64,33,data,32.68798267556762,30.87040138244629,817147,2039,
2048,64,33,shuffled,45.58026013451478,43.787296295166016,817147,2039,0.0
2048,64,33,shuffled,45.58559568466976,43.78899383544922,817147,2039,1.0
2048,64,33,shuffled,45.58214953231331,43.785614013671875,817147,2039,2.0
2048,64,33,shuffled,45.579908991829186,43.77894973754883,817147,2039,3.0
2048,64,33,shuffled,45.585132650216714,43.78065490722656,817147,2039,4.0
2048,64,33,random,51.096320172159224,48.982940673828125,817147,2039,
