k1,k2,seed,kind,theta_weighted_mean_deg,theta_unweighted_mean_deg,n_deltas_used,n_states_used,repeat
512,4,11,shuffled,71.06582709268086,70.99864196777344,817279,512,1.0
512,4,11,shuffled,71.102608979562,71.02055358886719,817279,512,2.0
512,4,11,shuffled,71.06236588908644,70.9896240234375,817279,512,3.0
512,4,11,shuffled,71.0644222909521,70.98904418945312,817279,512,4.0
512,4,11,random,76.45440677178499,76.28704833984375,817279,512,
512,8,11,data,47.26315747491719,46.046302795410156,817279,512,
512,8,11,shuffled,66.05838181309451,65.93942260742188,817279,512,0.0
512,8,11,shuffled,66.06389546032992,65.9293212890625,817279,512,1.0
512,8,11,shuffled,66.04965996320797,65.93756103515625,817279,512,2.0
512,8,11,shuffled,66.05794994924078,65.92884826660156,817279,512,3.0
512,8,11,shuffled,66.07384532026373,65.93665313720703,817279,512,4.0
512,8,11,random,72.30051134635832,72.06158447265625,817279,512,
512,16,11,data,44.45990374759952,43.30018997192383,817279,512,
512,16,11,shuffled,61.33068040254572,61.133880615234375,817279,512,0.0
512,16,11,shuffled,61.34506308537781,61.14356231689453,817279,512,1.0
512,16,11,shuffled,61.34970716882441,61.15369415283203,817279,512,2.0
512,16,11,shuffled,61.324291969690805,61.12843704223633,817279,512,3.0
512,16,11,shuffled,61.33792969939779,61.1343879699707,817279,512,4.0
512,16,11,random,68.20511959301963,67.86099243164062,817279,512,
512,32,11,data,41.66245674816753,40.50836181640625,817279,512,
512,32,11,shuffled,56.61981808683508,56.290348052978516,817279,512,0.0
512,32,11,shuffled,56.61704205636725,56.297176361083984,817279,512,1.0
512,32,11,shuffled,56.636183687504214,56.319210052490234,817279,512,2.0
512,32,11,shuffled,56.631795743649064,56.30388641357422,817279,512,3.0
512,32,11,shuffled,56.641411183925435,56.31968688964844,817279,512,4.0
512,32,11,random,63.98193315890628,63.481407165527344,817279,512,
512,64,11,data,38.74443735936813,37.549659729003906,817279,512,
512,64,11,shuffled,51.91266131818196,51.39144515991211,817279,512,0.0
512,64,11,shuffled,51.90380032618825,51.370033264160156,817279,512,1.0
512,64,11,shuffled,51.89900498246793,51.37945556640625,817279,512,2.0
512,64,11,shuffled,51.906112937367,51.37956619262695,817279,512,3.0
512,64,11,shuffled,51.905980652500205,51.37790298461914,817279,512,4.0
512,64,11,random,59.38654641496371,58.64744567871094,817279,512,
512,4,22,data,50.22815188521248,48.81697082519531,817279,512,
512,4,22,shuffled,71.06850604564045,70.98991394042969,817279,512,0.0
512,4,22,shuffled,71.07655475252744,71.00627136230469,817279,512,1.0
512,4,22,shuffled,71.0874699475235,71.00988006591797,817279,512,2.0
512,4,22,shuffled,71.07329541715475,71.00166320800781,817279,512,3.0
512,4,22,shuffled,71.11107363043342,71.03985595703125,817279,512,4.0
512,4,22,random,76.45729971167427,76.28199005126953,817279,512,
512,8,22,data,47.25636771970558,45.953697204589844,817279,512,
512,8,22,shuffled,66.08091985030505,65.95244598388672,817279,512,0.0
512,8,22,shuffled,66.06810723995875,65.9384994506836,817279,512,1.0
512,8,22,shuffled,66.05478447792125,65.92533874511719,817279,512,2.0
512,8,22,shuffled,66.06939568245448,65.94591522216797,817279,512,3.0
512,8,22,shuffled,66.0627887620516,65.93891143798828,817279,512,4.0
512,8,22,random,72.2972022745314,72.0427474975586,817279,512,
512,16,22,data,44.45120934246721,43.21316146850586,817279,512,
512,16,22,shuffled,61.3396393920514,61.132423400878906,817279,512,0.0
512,16,22,shuffled,61.3550663414535,61.150733947753906,817279,512,1.0
512,16,22,shuffled,61.343202999076,61.14383316040039,817279,512,2.0
512,16,22,shuffled,61.334552433253236,61.13250732421875,817279,512,3.0
512,16,22,shuffled,61.34187147712351,61.14570617675781,817279,512,4.0
512,16,22,random,68.21977951531721,67.86064910888672,817279,512,
512,32,22,data,41.65545321985988,40.436546325683594,817279,512,
512,32,22,shuffled,56.64279532277097,56.32417297363281,817279,512,0.0
512,32,22,shuffled,56.62391456526831,56.310768127441406,817279,512,1.0
512,32,22,shuffled,56.62667277878914,56.304779052734375,817279,512,2.0
512,32,22,shuffled,56.63467633673147,56.31298065185547,817279,512,3.0
512,32,22,shuffled,56.63986899413918,56.31267547607422,817279,512,4.0
512,32,22,random,63.99145785478067,63.467857360839844,817279,512,
512,64,22,data,38.73644865104388,37.47769546508789,817279,512,
512,64,22,shuffled,51.900301272176804,51.377418518066406,817279,512,0.0
512,64,22,shuffled,51.91534213395233,51.392391204833984,817279,512,1.0
512,64,22,shuffled,51.907834845676106,51.388771057128906,817279,512,2.0
512,64,22,shuffled,51.905884315628406,51.382694244384766,817279,512,3.0
512,64,22,shuffled,51.90748926775181,51.37952423095703,817279,512,4.0
512,64,22,random,59.395022777494695,58.639556884765625,817279,512,
512,4,33,data,50.19387523143106,48.77756881713867,817233,511,
512,4,33,shuffled,71.06725965481863,70.97665405273438,817233,511,0.0
512,4,33,shuffled,71.10062509064012,71.01655578613281,817233,511,1.0
512,4,33,shuffled,71.08931273950361,70.99855041503906,817233,511,2.0
512,4,33,shuffled,71.06242404890614,70.9635238647461,817233,511,3.0
512,4,33,shuffled,71.07275132866997,70.9801254272461,817233,511,4.0
512,4,33,random,76.46036956880951,76.26774597167969,817233,511,
512,8,33,data,47.24472206860305,45.939998626708984,817233,511,
512,8,33,shuffled,66.04869891888235,65.9116439819336,817233,511,0.0
512,8,33,shuffled,66.0591283383391,65.91091918945312,817233,511,1.0
512,8,33,shuffled,66.08074874301268,65.93524169921875,817233,511,2.0
512,8,33,shuffled,66.04275114300535,65.91348266601562,817233,511,3.0
512,8,33,shuffled,66.0859745390607,65.94374084472656,817233,511,4.0
512,8,33,random,72.30911434405337,72.0334701538086,817233,511,
512,16,33,data,44.4325541787389,43.195465087890625,817233,511,
512,16,33,shuffled,61.342927551142566,61.117774963378906,817233,511,0.0
512,16,33,shuffled,61.330521952500526,61.111488342285156,817233,511,1.0
512,16,33,shuffled,61.338645658471535,61.120361328125,817233,511,2.0
