state,n_deltas,theta_mean_deg,theta_mean_deg_shuffled
997,767,44.368645,70.0777
998,537,46.98558,70.422104
999,543,55.77598,70.91121
1000,300,40.81098,69.616234
1001,230,46.566483,69.32247
1002,223,50.271492,68.62966
1003,448,47.261112,69.42962
1004,290,44.029263,69.30778
1005,364,43.58294,69.38369
1006,664,54.374905,70.11832
1007,1239,54.048702,70.96575
1008,316,30.24581,70.04923
1009,157,34.93559,69.409676
1010,438,50.364674,69.76205
1011,515,45.238014,69.87118
1012,332,53.763073,69.74604
1013,392,48.32135,69.54036
1014,655,56.97997,71.19094
1015,334,48.033936,69.2967
1016,551,45.483524,70.620445
1017,556,53.377144,70.35607
1018,302,49.69813,69.3814
1019,614,53.55339,70.39845
1020,364,54.30957,69.67548
1021,336,37.43257,69.13258
1022,492,26.285557,69.981895
1023,248,53.49123,69.23313
1024,379,40.28634,70.00167
1025,680,47.570312,70.78112
1026,310,52.343945,69.39009
1027,349,45.08863,69.94869
1028,511,41.82175,70.556694
1029,571,53.500553,70.53918
1030,322,46.33174,69.9132
1031,439,47.02044,69.43051
1032,508,55.351814,70.539635
1033,830,54.284573,70.61867
1034,489,54.21665,71.384094
1035,595,56.30453,70.521355
1036,319,51.80978,68.91121
1037,405,49.283817,69.32368
1038,191,42.465313,67.76697
1039,321,36.575947,70.02994
1040,473,39.957684,70.47227
1041,437,43.16352,70.365395
1042,116,42.99866,67.49921
1043,201,48.17743,68.192795
1044,463,36.067722,69.878456
1045,549,50.004505,70.96619
1046,414,45.623302,69.91274
1047,213,48.010803,69.377365
1048,511,53.49948,69.97212
1049,285,46.006046,69.84986
1050,712,55.999462,71.29995
1051,243,43.68334,69.30546
1052,511,48.94955,70.874695
1053,290,36.699707,69.40794
1054,403,44.819168,71.05244
1055,516,50.66833,70.879326
1056,481,46.068104,69.812584
1057,170,42.519142,68.4829
1058,515,55.782032,70.597885
1059,613,51.95683,71.00106
1060,327,46.04846,69.85211
1061,696,40.62729,71.31369
1062,301,49.51124,69.686035
1063,242,44.389557,69.35923
1064,191,34.28757,67.835655
1065,149,44.114502,66.602356
1066,262,45.96278,69.79109
1067,593,38.435925,71.23123
1068,211,44.58769,69.32026
1069,318,46.3911,69.06133
1070,363,37.832855,70.052925
1071,199,47.1171,69.14072
1072,357,50.690006,69.74582
1073,391,53.70833,70.12745
1074,351,45.525448,69.40535
1075,436,53.18349,69.45949
1076,328,49.99482,70.28666
1077,247,49.292202,69.32496
1078,345,40.872765,70.17957
1079,197,43.493954,67.555016
1080,334,51.986385,69.62301
1081,568,48.522022,70.700226
1082,423,41.162956,70.413475
1083,551,58.32166,70.448166
1084,241,49.95017,69.37526
1085,414,50.631104,69.554214
1086,358,43.340393,69.58931
1087,560,49.09753,70.24406
1088,392,44.966377,69.81085
1089,477,52.6831,70.835594
1090,480,48.053955,70.35241
1091,499,31.191544,70.23883
1092,459,43.35558,69.90361
1093,579,50.335136,70.17517
1094,181,45.81891,68.20028
1095,310,40.06918,69.48145
1096,388,47.54335,69.501495
1097,277,47.155205,68.36432
1098,164,36.546482,68.43482
1099,477,41.325424,71.41138
1100,371,49.617413,70.02522
1101,362,47.253918,70.328
1102,855,53.03558,70.390144
1103,451,39.940636,70.397995
1104,378,39.76161,69.969826
1105,409,47.077923,69.35735
1106,494,55.52308,70.27587
1107,488,49.926968,71.168175
1108,381,38.186417,69.58599
1109,404,50.58078,69.53992
1110,426,52.788742,70.015884
1111,802,47.60629,71.061165
1112,416,49.920673,70.61785
1113,215,43.160984,69.0012
1114,278,41.632687,69.7029
1115,370,49.455692,70.17896
1116,550,50.149414,69.84749
1117,466,51.77436,70.804115
1118,338,49.037045,69.80008
1119,217,46.543274,68.47109
1120,312,47.48284,69.14353
1121,500,51.134518,70.18281
1122,455,39.652317,70.506325
1123,342,51.807396,69.79848
1124,157,46.428753,68.123695
1125,246,41.510155,69.2966
1126,645,52.041317,70.46627
1127,260,42.47868,69.77485
1128,375,45.809322,69.997154
1129,252,54.040287,69.162834
1130,429,42.437637,70.26566
1131,346,48.467655,70.61564
1132,440,52.810596,69.48976
1133,625,52.31308,70.233864
1134,271,35.95703,68.463646
1135,464,51.248363,70.05984
1136,424,37.354202,69.717735
1137,227,49.637753,69.99865
1138,160,45.19349,67.93977
1139,595,48.922546,71.20962
1140,434,38.787464,70.14854
1141,211,50.638153,67.911095
1142,328,35.70266,70.85599
1143,510,53.213665,70.50847
1144,712,51.832355,71.46978
1145,290,15.491642,69.783714
1146,247,34.146366,68.65359
1147,700,53.204597,70.75672
1148,298,21.16177,69.04168
1149,527,44.74647,70.2984
1150,184,40.65634,69.4067
1151,361,49.147896,69.643036
1152,348,43.098736,69.97029
1153,250,46.722054,68.89848
1154,495,55.750027,70.14507
1155,348,47.45675,70.6019
1156,219,48.338257,69.77723
1157,509,48.686565,70.21378
1158,517,46.242737,70.77305
1159,449,52.013588,71.07095
1160,437,39.113537,69.59645
1161,199,47.732502,69.553955
1162,242,52.69672,69.380875
1163,377,45.08165,69.940704
1164,288,48.263138,69.38009
1165,184,48.657513,68.43941
1166,247,39.09387,69.4786
1167,252,39.83737,69.0669
1168,455,43.17409,70.94107
1169,632,57.654247,71.03728
1170,379,48.039577,70.3829
1171,249,44.300243,69.77344
1172,281,49.57295,69.926285
1173,408,48.728973,70.187965
1174,438,27.171858,69.72908
1175,241,38.95615,67.53407
1176,236,42.11833,69.58431
1177,700,50.477577,70.85826
1178,361,49.57934,70.483986
1179,433,42.631634,69.52813
1180,201,40.820477,68.45186
1181,315,42.984703,69.81776
1182,293,48.392296,69.15289
1183,536,56.792862,69.868065
1184,284,46.503845,68.75222
1185,577,48.994217,70.51403
1186,856,54.89525,71.46544
1187,233,49.184074,69.185356
1188,383,47.55142,69.387726
1189,449,50.82925,70.14056
1190,220,40.766754,69.44913
1191,234,48.028645,69.93049
1192,311,55.208122,70.46976
1193,100,44.786324,66.02905
1194,551,48.228226,70.35722
1195,95,47.38608,66.00121
1196,255,47.13592,69.61123
1197,332,49.982056,69.88021
1198,393,45.15016,70.88412
1199,457,41.347084,70.50841
1200,355,40.310482,69.51705
1201,427,45.912067,69.852165
1202,483,51.246487,70.351906
1203,258,44.515724,69.26658
1204,321,36.576443,71.18295
1205,357,43.045746,70.05139
1206,753,55.036198,70.564606
1207,212,45.25256,69.064575
1208,666,52.80247,70.08558
1209,776,54.732376,70.532646
1210,371,49.088596,70.47635
1211,276,48.68892,70.233
1212,281,43.79007,69.56302
1213,734,53.598816,70.68015
1214,233,47.43568,69.41264
1215,425,50.123577,70.088455
1216,343,45.841846,68.82614
1217,223,28.607834,69.65512
1218,280,43.43602,68.86359
1219,334,44.513515,69.69013
1220,572,43.31827,71.35675
1221,632,48.345615,70.20902
1222,384,47.810436,70.186424
1223,177,45.145123,68.23186
1224,835,59.819782,70.76016
1225,419,43.33905,70.817215
1226,328,49.560143,69.93801
1227,291,41.752167,70.05541
1228,281,50.093338,69.24438
1229,371,44.169044,69.59547
1230,535,48.17872,70.57612
1231,479,43.35588,69.90713
1232,276,47.017002,68.93492
1233,316,44.17924,68.97811
1234,437,45.746937,69.480675
1235,238,50.04436,68.68648
1236,203,42.63208,69.02063
1237,364,45.918667,70.757416
1238,1003,57.60998,71.19278
1239,206,49.98153,69.111946
1240,509,48.359695,70.41066
1241,378,38.20001,70.88578
1242,302,44.60931,70.734184
1243,541,53.481197,70.87569
1244,401,50.027004,69.60916
1245,389,45.492954,70.092224
1246,223,50.95153,69.07319
1247,397,45.693737,69.5658
1248,727,53.018,71.16427
1249,354,38.46083,69.92161
1250,367,44.455822,70.363525
1251,611,52.117023,71.46058
1252,215,46.81417,68.92637
1253,182,44.213356,69.07189
1254,388,37.485245,70.16141
1255,136,42.77478,68.380516
1256,620,56.84499,71.148766
1257,226,43.33025,68.41698
1258,780,37.185753,70.32459
1259,223,45.832317,69.083145
1260,162,40.74068,68.332245
1261,297,47.568623,69.864105
1262,320,54.63977,68.892105
1263,531,46.555336,70.29892
1264,262,39.128796,69.17919
1265,467,39.403908,70.81753
1266,183,41.293827,70.01661
1267,501,48.35501,70.42917
1268,231,46.808002,69.191284
1269,464,55.028442,69.49675
1270,200,45.533737,69.12805
1271,481,56.540512,70.615
1272,323,43.97617,70.31876
1273,177,33.294785,68.29248
1274,383,49.628963,70.28527
1275,307,48.201927,69.8115
1276,266,41.485397,70.590996
1277,201,41.15332,70.136375
1278,520,52.809616,70.48164
1279,443,40.70449,70.88262
1280,401,41.106342,70.21536
1281,196,44.59963,68.77265
1282,443,44.578583,70.0309
1283,145,26.148176,68.52071
1284,267,42.913464,68.36019
1285,256,46.014915,68.19962
1286,167,47.980984,68.522224
1287,301,37.17478,70.04828
1288,417,53.57039,70.46875
1289,227,39.63053,69.85635
1290,292,46.493484,69.80656
1291,493,50.391823,71.203064
1292,753,45.24399,70.81059
1293,453,51.669743,69.53661
1294,465,48.62576,69.888565
1295,407,46.7916,70.61345
1296,597,52.543083,70.479866
1297,549,51.405853,70.62587
1298,405,48.532253,69.30902
1299,374,42.64616,69.3439
1300,357,40.869377,69.36868
1301,668,45.457714,70.741974
1302,431,45.07811,70.79252
1303,256,47.739807,69.50433
1304,149,42.200714,67.93665
1305,391,48.834198,68.75921
1306,255,45.96205,69.342186
1307,434,49.770626,70.3345
1308,190,44.323437,68.822014
1309,155,42.08461,68.09731
1310,656,35.713566,70.54847
1311,367,51.372845,70.88438
1312,596,51.62935,70.50333
1313,455,46.25545,69.75137
1314,604,48.95101,70.29027
1315,417,48.8911,69.5915
1316,343,46.936172,69.6237
1317,295,38.827435,68.73918
1318,378,50.889294,69.923004
1319,203,31.805016,68.94547
1320,348,45.961292,69.735
1321,165,49.46023,68.30218
1322,35,,
1323,324,41.867935,69.59603
1324,343,44.04343,69.482735
1325,326,38.46567,70.015755
1326,152,44.783764,67.53042
1327,425,45.649586,69.91921
1328,230,38.386982,69.68598
1329,548,51.600704,70.28281
1330,451,49.687916,69.810776
1331,593,54.334393,71.05597
1332,334,41.698536,69.44685
1333,402,48.045883,70.79773
1334,443,50.35126,71.03021
1335,500,51.23989,70.52539
1336,736,49.917194,70.53168
1337,360,47.918983,69.586006
1338,311,40.941826,69.5339
1339,224,38.306145,69.22736
1340,585,51.156403,70.947266
1341,323,52.76413,70.03222
1342,301,40.812347,69.22289
1343,687,56.97435,70.57093
1344,320,55.90017,69.43207
1345,135,38.14481,68.20786
1346,511,43.831264,70.54498
1347,297,53.715412,70.06161
1348,435,44.967487,69.995476
1349,371,47.63943,70.96997
1350,448,49.33958,70.1009
1351,582,43.993385,70.01923
1352,368,47.9147,69.53877
1353,208,39.215157,69.46872
1354,802,53.14502,70.70343
1355,501,44.718185,70.216354
1356,736,57.09618,70.30662
1357,306,43.111893,70.03011
1358,562,39.21071,70.12598
1359,449,45.99305,69.54813
1360,807,51.43476,70.78373
1361,377,41.71393,69.99397
1362,222,43.33158,69.058395
1363,491,55.08012,70.12836
1364,365,56.601273,69.35404
1365,349,45.29634,69.94188
1366,362,45.272293,70.158356
1367,377,51.01685,70.60067
1368,211,50.23852,67.851845
1369,172,35.2114,68.512596
1370,356,37.612247,69.062996
1371,517,46.29044,69.9055
1372,741,48.384754,70.41107
1373,420,50.117714,70.63709
1374,851,54.12843,71.356476
1375,480,47.37458,69.85731
1376,479,47.66485,69.81917
1377,478,40.44716,70.43072
1378,372,46.39672,69.69931
1379,1188,59.03163,71.05946
1380,911,53.58864,70.727715
1381,588,46.23649,70.51245
1382,358,44.96563,70.061
1383,419,54.0423,69.39136
1384,380,52.067245,69.90992
1385,321,48.829414,68.53001
1386,479,39.372143,69.77106
1387,331,40.23456,69.50433
1388,268,50.729435,70.0547
1389,345,49.907154,69.84287
1390,293,45.25947,69.627174
1391,445,41.980145,70.70425
1392,691,52.59082,70.83503
1393,348,45.31241,69.21836
1394,411,49.489754,69.96533
1395,524,44.674767,70.5827
1396,223,22.192705,68.518425
1397,352,44.72103,70.51678
1398,408,52.83386,69.693596
1399,552,49.987926,71.23924
1400,428,45.12968,69.99766
1401,187,33.195442,69.10522
1402,190,42.34372,68.64995
1403,206,47.957428,69.401985
1404,282,42.079174,69.283066
1405,183,20.141768,67.82127
1406,227,45.3562,68.390976
1407,377,36.81659,70.39224
1408,458,40.040855,69.78317
1409,337,42.717194,70.42215
1410,317,39.6123,70.125465
1411,1275,56.62131,71.58771
1412,548,44.50517,71.00114
1413,176,54.687965,68.020294
1414,1077,54.26722,70.33162
1415,419,44.132458,70.21623
1416,386,40.40508,70.24926
1417,516,50.739635,70.743996
1418,267,42.03909,69.47739
1419,553,51.779533,70.84566
1420,191,43.310352,68.61094
1421,332,53.793068,68.75649
1422,392,52.748066,69.46687
1423,329,54.02078,70.19694
1424,439,45.501556,70.26914
1425,665,41.7337,70.611305
1426,137,40.822002,67.684135
1427,219,28.825603,69.22959
1428,277,50.67913,68.88472
1429,376,42.46473,70.488106
1430,231,48.30735,69.27453
1431,435,45.40008,70.14172
1432,319,36.985306,69.20614
1433,427,52.148365,69.973366
1434,340,50.50184,69.83362
1435,277,41.521915,69.37712
1436,325,41.233448,69.45257
1437,507,52.197384,70.02729
1438,445,49.91991,70.70535
1439,632,55.330967,70.456696
1440,556,48.99489,70.70855
1441,451,55.44106,69.84809
1442,581,47.87772,70.12997
1443,431,54.05852,69.333824
1444,232,45.670296,68.24976
1445,442,50.677563,69.95807
1446,449,50.48515,70.42115
1447,316,45.476112,69.315605
1448,212,22.427887,67.67071
1449,265,46.864807,70.42673
1450,304,50.077606,69.79708
1451,385,50.8284,68.56392
1452,369,56.149296,69.61587
1453,479,58.639015,70.20025
1454,316,38.812252,69.96383
1455,362,53.61715,69.79469
1456,975,56.42013,70.181656
1457,512,45.29935,70.40024
1458,372,38.783592,69.34581
1459,357,41.8924,69.48327
1460,421,48.45866,70.414246
1461,234,45.014328,68.82271
1462,489,52.163555,71.232864
1463,511,53.49216,71.103195
1464,516,43.70583,71.32345
1465,282,50.515976,69.649796
1466,429,41.659153,69.699425
1467,444,44.881664,70.89397
1468,427,46.716152,70.02648
1469,310,54.570465,69.63818
1470,846,53.55752,69.93886
1471,340,41.747627,69.199196
1472,324,38.06936,70.733795
1473,255,20.881136,69.23559
1474,207,46.67361,68.70814
1475,296,42.34249,69.87345
1476,280,47.788414,69.74598
1477,341,48.436863,69.89601
1478,416,49.57438,70.074265
1479,53,32.79409,63.387287
1480,571,50.151867,69.86007
1481,147,48.68633,66.785355
1482,343,44.184727,69.63931
1483,169,41.817867,67.92272
1484,543,49.641388,70.58739
1485,473,46.552044,70.08273
1486,289,51.704727,70.074936
1487,275,36.46247,69.892
1488,413,36.292576,69.009186
1489,185,41.12516,68.94627
1490,396,50.51879,69.65254
1491,182,39.787384,68.68133
1492,232,38.92531,68.90047
1493,317,52.065445,69.17339
1494,432,41.562992,69.94235
1495,272,46.585384,68.87567
1496,266,46.850193,69.81548
1497,516,51.482098,70.66744
1498,718,51.28855,71.01289
1499,94,41.171604,67.02687
1500,195,52.81292,69.39549
1501,671,43.075127,70.99645
1502,371,46.24756,70.09187
1503,645,51.53727,69.58813
1504,444,49.474937,69.6988
1505,343,39.54293,70.25657
1506,488,50.30555,70.223404
1507,671,54.245518,69.77778
1508,600,47.704338,70.51238
1509,313,41.896988,69.01599
1510,144,46.22197,68.5657
1511,285,41.453648,69.630554
1512,160,38.556934,68.14232
1513,317,41.96376,69.61096
1514,589,45.741558,69.94192
1515,216,43.473564,68.82418
1516,556,52.29999,70.39549
1517,675,47.734356,70.5763
1518,368,47.95278,69.83331
1519,278,36.680374,69.241066
1520,357,40.990627,70.261925
1521,195,55.713894,69.028625
1522,206,46.25823,69.1927
1523,476,51.15081,70.197365
1524,687,58.118553,70.69335
1525,345,55.135914,70.55
1526,182,47.20068,67.81332
1527,448,42.69417,69.82113
1528,243,46.297886,68.64194
1529,700,57.3336,70.663666
1530,646,48.220474,71.06643
1531,309,47.763947,68.60093
1532,232,42.735588,69.13075
1533,513,55.463573,70.8341
1534,344,47.078518,69.4228
1535,175,37.82107,67.904495
1536,534,51.336517,69.890724
1537,789,58.34977,71.000206
1538,613,52.570324,70.40194
1539,71,48.11421,65.50841
1540,453,47.42056,70.62689
1541,279,50.313778,69.8596
1542,276,47.39593,70.74191
1543,68,42.660168,63.709316
1544,336,46.70446,70.05563
1545,323,49.300056,69.884285
1546,373,42.429363,69.39771
1547,417,38.30938,70.14328
1548,375,47.670677,69.37663
1549,479,39.860836,70.57592
1550,501,40.458145,70.09697
1551,446,48.173763,70.18691
1552,296,46.067303,70.32753
1553,796,44.548347,70.808876
1554,383,46.673656,70.493996
1555,276,41.18861,70.22466
1556,511,46.197384,70.326904
1557,371,53.866993,69.72523
1558,501,43.414143,70.26718
1559,324,41.736565,70.2116
1560,475,50.718002,70.93582
1561,398,44.58267,69.34458
1562,270,10.795025,68.92721
1563,405,54.680817,69.74849
1564,205,44.335663,69.83794
1565,370,48.96435,70.15073
1566,308,47.90068,70.32851
1567,716,55.856384,70.12662
1568,225,45.453445,69.370316
1569,256,42.36012,68.61397
1570,496,53.205536,70.412735
1571,367,46.50547,70.16729
1572,282,31.488253,69.87342
1573,153,41.48823,67.504585
1574,178,38.48098,69.37813
1575,810,55.59348,70.10723
1576,286,51.566948,70.471634
1577,429,45.300198,69.71648
1578,309,50.50491,70.510864
1579,658,54.395992,69.781456
1580,472,47.055862,70.06849
1581,486,46.480534,70.88696
1582,663,42.309814,70.93508
1583,667,54.78755,70.7108
1584,543,45.23479,70.66216
1585,367,48.065266,70.60995
1586,576,52.71357,70.19446
1587,252,42.203922,68.802925
1588,180,47.738388,68.69023
1589,203,45.021904,68.54157
1590,332,48.341087,70.51741
1591,286,36.197296,69.87904
1592,227,39.454956,69.676506
1593,369,50.13434,70.34356
1594,407,22.610628,70.02972
1595,493,38.45632,70.79017
1596,673,57.380222,70.72419
1597,305,49.67402,70.21962
1598,476,50.747143,70.52656
1599,249,49.822544,70.00882
1600,332,47.6064,70.42005
1601,277,40.526737,69.306946
1602,255,45.92967,69.10848
1603,712,57.463593,70.8887
1604,732,54.568203,71.58204
1605,688,46.28304,70.36352
1606,266,28.305294,69.31128
1607,436,47.545155,69.93735
1608,467,54.054905,69.69923
1609,265,40.594063,69.45111
1610,256,35.386223,68.922844
1611,409,50.915676,70.15622
1612,204,40.932148,68.67934
1613,230,47.671085,68.779495
1614,390,39.69824,69.82275
1615,363,43.775814,70.13072
1616,525,53.399418,71.14496
1617,658,45.056435,71.20375
1618,222,36.258682,68.62812
1619,378,38.261612,70.060425
1620,308,53.392666,70.01226
1621,806,49.496277,71.37574
1622,457,52.962654,69.76923
1623,244,43.093998,70.45594
1624,445,47.69683,70.036964
1625,779,55.64142,70.89699
1626,183,37.255142,68.96173
1627,318,47.220802,68.75027
1628,183,49.84758,69.15363
1629,170,48.567917,68.92013
1630,220,41.83429,69.69716
1631,583,55.916058,70.828766
1632,435,45.268456,70.04853
1633,250,47.746113,68.95794
1634,561,46.85874,69.84953
1635,444,45.627506,71.863556
1636,209,43.534885,69.1268
1637,283,42.91673,70.45819
1638,259,46.38775,69.29927
1639,349,43.13411,69.9088
1640,334,43.775295,69.70696
1641,570,50.833107,70.32627
1642,448,48.687744,70.107544
1643,339,38.06471,70.11042
1644,742,51.16456,70.429016
1645,169,48.028595,68.109085
1646,268,36.682007,68.53602
1647,291,47.080322,70.60343
1648,240,31.119303,69.30693
1649,690,54.150967,71.669685
1650,527,44.081425,70.1021
1651,556,57.194424,70.27863
1652,223,48.871357,68.4634
1653,343,47.91545,70.39658
1654,429,40.1536,70.535355
1655,396,43.311367,69.688545
1656,264,51.270294,69.00892
1657,224,48.85627,70.039505
1658,257,43.33839,69.484436
1659,492,48.64669,71.016785
1660,274,47.840885,69.90995
1661,577,57.726067,70.58551
1662,386,47.386127,70.10096
1663,346,49.70537,70.27149
1664,232,46.537178,69.24948
1665,398,43.894257,70.118904
1666,238,42.067253,70.74662
1667,208,39.795303,67.96034
1668,520,54.43348,70.43086
1669,388,49.2901,69.70376
1670,508,47.745346,70.092255
1671,523,52.955135,71.164406
1672,181,44.395756,68.4765
1673,412,47.986507,69.13445
1674,333,42.085007,70.79823
1675,531,38.51269,69.130295
1676,224,44.76321,68.03751
1677,347,40.745926,69.54584
1678,523,40.943058,69.58675
1679,327,46.1318,69.883484
1680,602,50.92146,70.28711
1681,324,46.32727,68.6903
1682,310,32.491203,69.356735
1683,372,32.54367,69.89475
1684,135,38.982887,67.4079
1685,260,45.50913,70.34312
1686,764,50.30029,71.714836
1687,405,43.945606,70.48263
1688,355,44.36825,69.42224
1689,356,45.496155,69.73409
1690,571,43.037724,70.66375
1691,259,51.577892,68.40225
1692,306,46.181118,69.44033
1693,536,55.734505,70.186745
1694,422,47.536842,69.27998
1695,469,56.970905,70.4992
1696,320,44.59702,69.939255
1697,82,37.28117,65.037254
1698,543,51.86101,69.73411
1699,198,43.642105,69.08268
1700,482,43.56951,70.424065
1701,402,44.02011,70.2605
1702,167,35.819096,68.776665
1703,229,55.236805,68.68994
1704,325,56.406364,69.36666
1705,72,39.641747,65.9101
1706,351,49.090836,70.53792
1707,181,38.727158,68.08755
1708,485,54.37192,70.55667
1709,85,37.207443,67.136314
1710,493,49.88514,70.43122
1711,335,39.993576,69.88122
1712,552,49.06144,70.01485
1713,360,50.427696,69.39224
1714,604,50.856754,70.639404
1715,330,42.464203,70.35075
1716,136,39.11844,67.726746
1717,551,40.17197,70.71299
1718,528,49.714333,70.51089
1719,163,44.992477,67.337326
1720,226,47.132217,68.37472
1721,129,41.64578,67.846214
1722,314,49.09359,70.795
1723,255,44.346767,68.77312
1724,707,43.89432,70.48297
1725,554,50.013214,70.75019
1726,167,47.13426,68.191055
1727,287,43.292274,69.77328
1728,321,45.495155,69.6322
1729,181,42.173298,67.62547
1730,143,45.96938,68.25808
1731,226,32.354492,69.63156
1732,234,38.360073,69.032326
1733,266,46.525517,70.07645
1734,3,,
1735,346,48.474472,70.70889
1736,206,45.48106,68.86787
1737,403,37.466488,70.61342
1738,399,48.58436,70.21888
1739,319,36.621094,70.376274
1740,591,55.193436,70.36014
1741,400,45.948788,70.159325
1742,217,43.259594,68.54942
1743,567,44.388477,69.9604
1744,316,46.09558,68.85035
1745,469,38.84366,70.008865
1746,91,46.33455,64.6659
1747,199,29.760689,68.56929
1748,385,52.228226,70.34791
1749,558,54.045082,71.41469
1750,480,44.88937,70.432236
1751,344,48.586422,70.20183
1752,357,46.368546,70.540245
1753,566,41.081356,70.74953
1754,301,45.24641,69.27456
1755,481,54.677933,70.29822
1756,407,48.4805,70.52429
1757,250,41.286655,69.383286
1758,212,35.623104,69.89076
1759,111,32.856876,67.6857
1760,276,52.983864,70.13682
1761,327,46.317154,70.473335
1762,394,48.070522,69.63673
1763,520,43.30127,70.18485
1764,167,45.761936,68.75766
1765,299,43.34438,69.9361
1766,329,45.68346,68.91753
1767,346,43.225,69.32702
1768,268,40.60426,69.13369
1769,278,42.54488,70.26696
1770,459,50.84459,70.128494
1771,315,45.865017,69.442696
1772,295,48.053043,69.02553
1773,335,45.34895,69.71006
1774,276,52.460644,69.387665
1775,219,45.57907,69.303696
1776,322,44.385746,70.772705
1777,218,46.814114,68.77995
1778,449,38.25709,69.87239
1779,459,41.039917,70.31327
1780,189,41.240627,69.21096
1781,532,51.272423,70.56554
1782,572,49.624847,70.72541
1783,133,34.56345,67.97874
1784,280,47.64683,69.8575
1785,325,41.321316,70.18386
1786,444,51.116566,69.90633
1787,449,47.74171,69.0508
1788,380,51.107544,69.12207
1789,1143,60.006943,71.62659
1790,127,40.622906,68.87544
1791,321,34.51536,68.95209
1792,566,51.121185,71.07106
1793,443,57.082314,70.72001
1794,518,50.752407,69.79073
1795,434,49.38006,70.07926
1796,372,44.06885,69.0399
1797,208,39.302048,69.771034
1798,298,42.571835,69.99621
1799,464,49.19458,70.74981
1800,187,50.92077,68.078316
1801,288,45.81602,69.41907
1802,786,49.522484,70.49082
1803,323,48.717472,69.46052
1804,282,45.451267,69.69951
1805,511,43.410255,70.11135
1806,579,56.023952,69.57513
1807,584,53.594254,69.71863
1808,733,46.278126,70.80717
1809,709,56.909164,70.17058
1810,403,45.300358,70.818054
1811,1070,56.87401,71.020065
1812,604,50.10326,69.9368
1813,329,49.046104,69.45462
1814,757,54.745262,71.00079
1815,476,46.728695,70.43884
1816,228,37.1526,68.563934
1817,459,41.10215,69.88748
1818,616,48.505795,69.97371
1819,237,39.402397,69.14466
1820,383,43.17589,70.4905
1821,230,43.868256,69.37766
1822,246,39.057903,69.189865
1823,253,44.13604,70.15847
1824,281,42.66434,69.57342
1825,160,46.98538,67.3009
1826,331,53.293777,69.88415
1827,483,52.60014,70.24508
1828,702,51.512802,70.701164
1829,548,42.6396,70.784515
1830,121,45.33286,67.5946
1831,356,41.663082,69.534996
1832,388,40.368702,69.60355
1833,400,41.544125,69.13534
1834,360,43.3143,70.7055
1835,121,42.78685,65.953735
1836,502,46.41549,70.11431
1837,295,39.935665,69.503296
1838,266,40.64175,69.896484
1839,371,50.651608,70.40799
1840,276,35.395252,69.920815
1841,409,46.994125,69.95273
1842,471,46.189583,70.604034
1843,425,43.905457,70.14921
1844,438,51.117947,70.27502
1845,203,41.32147,68.39798
1846,338,45.56428,71.06081
1847,229,48.86358,69.19516
1848,419,37.57514,69.22453
1849,474,49.206215,70.022896
1850,257,38.96554,69.495255
1851,523,48.91803,70.42134
1852,540,47.485126,69.77201
1853,500,50.602093,70.104904
1854,361,11.384859,70.19396
1855,201,35.125828,69.60227
1856,451,45.07793,70.516754
1857,218,46.648952,68.52891
1858,187,42.947395,68.58669
1859,403,23.77316,69.66646
1860,323,41.652744,68.816574
1861,586,50.845135,70.30382
1862,175,39.820198,68.381096
1863,291,58.02841,69.591064
1864,412,41.125008,71.11397
1865,287,37.617554,70.2221
1866,312,47.567394,69.972115
1867,435,46.500656,70.15957
1868,606,54.575584,70.165794
1869,768,53.272396,70.75825
1870,498,51.100124,70.80598
1871,369,48.874874,70.77362
1872,226,40.689022,68.39557
1873,396,52.087112,68.53175
1874,355,45.93045,69.30727
1875,256,49.07029,69.18682
1876,415,51.72397,69.91951
1877,576,39.094162,70.918076
1878,331,41.894302,69.579506
1879,255,47.3063,69.17711
1880,412,54.005287,70.354095
1881,409,42.718212,70.58689
1882,757,57.79027,71.44499
1883,222,43.9288,68.23045
1884,328,38.66733,69.99442
1885,376,45.6189,69.87034
1886,541,53.79738,69.84391
1887,262,40.239086,70.112625
1888,176,44.44035,68.05773
1889,102,41.18771,65.458984
1890,531,51.870937,70.758575
1891,578,43.18539,70.64024
1892,492,50.31344,69.871826
1893,266,43.27546,68.794044
1894,300,52.364002,69.38026
1895,502,49.367546,70.331635
1896,297,46.71239,69.541664
1897,336,49.251686,69.31022
1898,150,46.48563,67.7813
1899,595,48.752666,70.528595
1900,335,54.867596,69.4027
1901,339,49.875496,69.708855
1902,353,57.354816,70.35268
1903,493,55.210487,69.620865
1904,300,49.0103,69.57111
1905,628,52.2675,71.11286
1906,256,46.916054,69.42984
1907,288,40.201984,68.946785
1908,194,44.309002,69.00123
1909,338,37.662,70.151855
1910,300,48.70515,69.00494
1911,346,40.157497,69.51724
1912,298,38.58106,70.10709
1913,180,38.97771,69.013725
1914,483,49.9695,69.70105
1915,183,42.860584,68.92158
1916,222,39.17306,68.710365
1917,478,46.028423,70.17066
1918,549,44.157753,70.66753
1919,755,58.75043,70.85249
1920,179,53.352577,68.18909
1921,291,42.84413,70.30204
1922,236,48.63828,69.455894
1923,426,43.219997,70.1236
1924,427,40.737,69.954315
1925,659,50.776806,69.94466
1926,293,44.51815,68.8019
1927,573,53.36514,70.72232
1928,272,55.71084,69.67157
