K,angular_error_mean_deg,angular_error_median_deg,angular_error_p95_deg,codebook_utilization,codebook_utilization_frac,entropy_ratio,mel_distance_mean,mel_distance_std,l1_distance_mean,trajectory_divergence_mean,trajectory_divergence_growth_rate
64,13.483657836914062,10.26937198638916,33.9862060546875,64,1.0,0.9187777530144011,0.7169944509863854,0.37438530380196533,0.002026701526483521,0.9197241008281708,0.006058803328587549
256,11.731343269348145,8.775421142578125,30.26922035217285,187,0.73046875,0.9112454620090686,0.36173800006508827,0.19086098816827893,0.0013269680639496073,0.6228889703750611,0.00418346097950571
