2026-02-09 01:09:12 | INFO     | phase0 | [tracking] Registered run: experiment=exp9_pocket_mimi_vae run_id=20260209_010912 git=a1a1bc2 out=outputs/tier2/exp9_pocket_mimi_vae/20260209_010912
2026-02-09 01:10:50 | INFO     | phase0 | [exp9] Run id: 20260209_010912, device: cuda, utterances: 5000
2026-02-09 01:10:50 | INFO     | phase0 | [exp9] Building PocketMimiVAE...
2026-02-09 01:10:51 | INFO     | phase0 | Skipping pretrained Mimi load (expected to load from checkpoint)
2026-02-09 01:10:52 | INFO     | phase0 | [exp9] VAE built. Trainable params: 28,091,521
2026-02-09 01:10:52 | INFO     | phase0 | [exp9] Discriminator built. Params: 7,026,184
2026-02-09 01:10:54 | INFO     | phase0 | [exp9] WavLM distillation loaded (device=cuda, layer=7)
2026-02-09 01:10:54 | INFO     | phase0 | [exp9] Training VAE-GAN...
2026-02-09 01:10:54 | INFO     | phase0 | [exp9] latent_dim=32 lambda_recon=1.0 beta_kl=0.1 kl_norm=True kl_start=2000 kl_ramp=4000 distill_start=2000 det_warmup=2000 lambda_adv=0.0 lambda_feat=0.0 lambda_distill=1.0 lambda_latent_align=2.0 batch=8 lr_g=0.0001 lr_d=0.0001 lr_schedule=constant steps=50000 gan_warmup=1000 amp=False
2026-02-09 01:11:53 | INFO     | phase0 | [exp9] step=100/50000 [warmup] g=9.1968 recon=9.1050 kl=0.5704 kl_raw=912.57 lat_align=0.0459 mu_bt_std=1.126e-02 mu_abs_mean=5.165e-02 mu_abs_max=2.055e-01 mu_std=6.405e-02 mu_mean_bt_abs=4.885e-02 h_abs_mean=2.096e-02 h_abs_max=1.111e-01 h_std=2.587e-02 h_bt_std=7.502e-03 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=7.789e-02 gdec0=7.773e-02 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:12:55 | INFO     | phase0 | [exp9] step=200/50000 [warmup] g=8.1418 recon=8.0001 kl=0.5825 kl_raw=932.05 lat_align=0.0708 mu_bt_std=1.122e-01 mu_abs_mean=1.185e-01 mu_abs_max=1.137e+00 mu_std=1.640e-01 mu_mean_bt_abs=6.795e-02 h_abs_mean=5.840e-02 h_abs_max=5.940e-01 h_std=7.867e-02 h_bt_std=6.536e-02 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=3.311e-01 gdec0=1.836e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:13:57 | INFO     | phase0 | [exp9] step=300/50000 [warmup] g=7.7020 recon=7.5175 kl=0.5954 kl_raw=952.68 lat_align=0.0922 mu_bt_std=1.681e-01 mu_abs_mean=1.604e-01 mu_abs_max=2.107e+00 mu_std=2.322e-01 mu_mean_bt_abs=8.776e-02 h_abs_mean=8.917e-02 h_abs_max=1.063e+00 h_std=1.229e-01 h_bt_std=1.061e-01 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=5.473e-01 gdec0=2.683e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:14:58 | INFO     | phase0 | [exp9] step=400/50000 [warmup] g=7.3755 recon=7.1243 kl=0.6208 kl_raw=993.29 lat_align=0.1256 mu_bt_std=2.252e-01 mu_abs_mean=2.220e-01 mu_abs_max=3.184e+00 mu_std=3.226e-01 mu_mean_bt_abs=1.447e-01 h_abs_mean=1.340e-01 h_abs_max=1.672e+00 h_std=1.867e-01 h_bt_std=1.587e-01 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=8.127e-01 gdec0=3.836e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:16:00 | INFO     | phase0 | [exp9] step=500/50000 [warmup] g=7.1675 recon=6.9225 kl=0.6466 kl_raw=1034.52 lat_align=0.1225 mu_bt_std=2.634e-01 mu_abs_mean=2.705e-01 mu_abs_max=3.599e+00 mu_std=3.919e-01 mu_mean_bt_abs=1.889e-01 h_abs_mean=1.468e-01 h_abs_max=1.567e+00 h_std=2.039e-01 h_bt_std=1.586e-01 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=7.994e-01 gdec0=4.222e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:17:01 | INFO     | phase0 | [exp9] step=600/50000 [warmup] g=6.5912 recon=6.3410 kl=0.8064 kl_raw=1290.22 lat_align=0.1251 mu_bt_std=4.815e-01 mu_abs_mean=4.134e-01 mu_abs_max=8.717e+00 mu_std=6.740e-01 mu_mean_bt_abs=3.082e-01 h_abs_mean=1.894e-01 h_abs_max=3.059e+00 h_std=2.957e-01 h_bt_std=2.268e-01 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=9.246e-01 gdec0=5.367e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:18:03 | INFO     | phase0 | [exp9] step=700/50000 [warmup] g=6.3214 recon=6.0776 kl=1.1414 kl_raw=1826.24 lat_align=0.1219 mu_bt_std=7.659e-01 mu_abs_mean=5.646e-01 mu_abs_max=1.843e+01 mu_std=1.040e+00 mu_mean_bt_abs=4.637e-01 h_abs_mean=2.478e-01 h_abs_max=6.012e+00 h_std=4.409e-01 h_bt_std=3.416e-01 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=7.727e-01 gdec0=5.123e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:19:04 | INFO     | phase0 | [exp9] step=800/50000 [warmup] g=6.0261 recon=5.8134 kl=1.6517 kl_raw=2642.76 lat_align=0.1064 mu_bt_std=1.074e+00 mu_abs_mean=7.167e-01 mu_abs_max=2.626e+01 mu_std=1.424e+00 mu_mean_bt_abs=6.226e-01 h_abs_mean=3.026e-01 h_abs_max=8.225e+00 h_std=5.836e-01 h_bt_std=4.571e-01 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=6.149e-01 gdec0=4.241e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:20:05 | INFO     | phase0 | [exp9] step=900/50000 [warmup] g=5.9178 recon=5.7370 kl=1.7249 kl_raw=2759.88 lat_align=0.0904 mu_bt_std=1.123e+00 mu_abs_mean=7.571e-01 mu_abs_max=2.776e+01 mu_std=1.487e+00 mu_mean_bt_abs=6.634e-01 h_abs_mean=3.141e-01 h_abs_max=8.645e+00 h_std=6.006e-01 h_bt_std=4.688e-01 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=8.434e-01 gdec0=5.357e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:21:06 | INFO     | phase0 | [exp9] step=1000/50000 [warmup] g=5.7432 recon=5.5738 kl=1.7436 kl_raw=2789.71 lat_align=0.0847 mu_bt_std=1.141e+00 mu_abs_mean=7.530e-01 mu_abs_max=2.771e+01 mu_std=1.496e+00 mu_mean_bt_abs=6.566e-01 h_abs_mean=3.125e-01 h_abs_max=8.745e+00 h_std=6.049e-01 h_bt_std=4.751e-01 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=6.409e-01 gdec0=4.337e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
2026-02-09 01:22:08 | INFO     | phase0 | [exp9] step=1100/50000 g=5.7055 recon=5.5400 kl=1.6542 kl_raw=2646.76 lat_align=0.0828 mu_bt_std=1.081e+00 mu_abs_mean=7.619e-01 mu_abs_max=2.386e+01 mu_std=1.438e+00 mu_mean_bt_abs=6.640e-01 h_abs_mean=3.173e-01 h_abs_max=7.753e+00 h_std=5.842e-01 h_bt_std=4.505e-01 logvar_mean=-2.000e+00 logvar_std=0.000e+00 gmu_proj=7.098e-01 gdec0=4.521e-01 glv_b=0.000e+00 kl_mult=0.000 adv_g=0.0000 feat=0.0000 distill=0.0000 d=0.0000
