K,method,codebook_utilization,codebook_utilization_frac,entropy_ratio,mel_distance_mean,mel_distance_std,l1_distance_mean,trajectory_divergence_mean,trajectory_divergence_growth_rate,angular_error_mean_deg,angular_error_median_deg,angular_error_p95_deg,recon_error_mean,recon_error_median,recon_error_p95
64,normalized,64,1.0,0.9974412888019354,4.179036021232605,1.3844368769205986,0.05543279182165861,53.48905563354492,0.3357758920980899,54.41058349609375,55.087127685546875,66.26797485351562,,,
64,unnormalized,64,1.0,0.9740226702957074,4.506057810783386,1.4201029960707932,0.06193329095840454,29.949600791931154,0.21357162045115102,56.22416305541992,55.99310302734375,73.26712036132812,,,
64,state_vq,64,1.0,0.9835136067810756,1.5351534843444825,0.3312783937120508,0.021102520637214184,4.516751956939697,-0.0015247007605930416,,,,4.109593868255615,3.999753952026367,5.97377872467041
