2026-02-07 07:29:12 | INFO     | phase0 | [tracking] Registered run: experiment=exp9_pocket_mimi_vae run_id=20260207_072912 git=a1a1bc2 out=outputs/tier2/exp9_pocket_mimi_vae/20260207_072912
2026-02-07 07:31:00 | INFO     | phase0 | [exp9] Run id: 20260207_072912, device: cuda, utterances: 5000
2026-02-07 07:31:00 | INFO     | phase0 | [exp9] Building PocketMimiVAE...
2026-02-07 07:31:01 | INFO     | phase0 | Loading Mimi weights from full TTS model: hf://kyutai/pocket-tts/tts_b6369a24.safetensors@427e3d61b276ed69fdd03de0d185fa8a8d97fc5b
2026-02-07 07:31:01 | INFO     | phase0 | Mimi weights loaded successfully
2026-02-07 07:31:01 | INFO     | phase0 | [exp9] VAE built. Trainable params: 10,461,793
2026-02-07 07:31:01 | INFO     | phase0 | [exp9] Discriminator built. Params: 1,708,676
2026-02-07 07:31:04 | INFO     | phase0 | [exp9] WavLM distillation loaded (device=cpu, layer=7)
2026-02-07 07:31:04 | INFO     | phase0 | [exp9] Training VAE-GAN...
2026-02-07 07:31:04 | INFO     | phase0 | [exp9] latent_dim=32 beta_kl=0.01 lambda_adv=1.0 lambda_feat=2.0 lambda_distill=1.0 batch=4 lr_g=0.0001 lr_d=0.0001 steps=1000 amp=True
2026-02-07 07:47:29 | INFO     | phase0 | [exp9] step=100/1000 g=18.6816 recon=8.0038 kl=906.11 adv_g=1.2433 feat=0.0606 distill=0.2523 d=1.8577
2026-02-07 08:03:57 | INFO     | phase0 | [exp9] step=200/1000 g=18.9760 recon=7.6511 kl=900.54 adv_g=1.8171 feat=0.1270 distill=0.2485 d=1.5884
2026-02-07 08:20:20 | INFO     | phase0 | [exp9] step=300/1000 g=18.8617 recon=7.5995 kl=893.75 adv_g=1.7477 feat=0.1611 distill=0.2548 d=1.5575
2026-02-07 08:36:41 | INFO     | phase0 | [exp9] step=400/1000 g=18.5879 recon=7.4070 kl=886.80 adv_g=1.6793 feat=0.1910 distill=0.2516 d=1.5560
2026-02-07 08:52:55 | INFO     | phase0 | [exp9] step=500/1000 g=18.5711 recon=7.4949 kl=879.33 adv_g=1.5742 feat=0.2426 distill=0.2235 d=1.6192
2026-02-07 09:09:05 | INFO     | phase0 | [exp9] step=600/1000 g=18.5058 recon=7.5093 kl=871.63 adv_g=1.5351 feat=0.2646 distill=0.2159 d=1.6100
2026-02-07 09:25:24 | INFO     | phase0 | [exp9] step=700/1000 g=18.5232 recon=7.5373 kl=864.53 adv_g=1.5674 feat=0.2788 distill=0.2155 d=1.5752
2026-02-07 09:41:47 | INFO     | phase0 | [exp9] step=800/1000 g=18.4840 recon=7.4611 kl=857.73 adv_g=1.5845 feat=0.3232 distill=0.2148 d=1.5562
2026-02-07 09:58:03 | INFO     | phase0 | [exp9] step=900/1000 g=18.5053 recon=7.5132 kl=850.47 adv_g=1.5936 feat=0.3398 distill=0.2143 d=1.5823
2026-02-07 10:14:20 | INFO     | phase0 | [exp9] step=1000/1000 g=18.4117 recon=7.4844 kl=843.09 adv_g=1.5655 feat=0.3584 distill=0.2141 d=1.5807
2026-02-07 10:14:21 | INFO     | phase0 | [exp9] Training done. Final checkpoint: outputs/tier2/exp9_pocket_mimi_vae/20260207_072912/checkpoints/vae_gan_final.pt
2026-02-07 10:14:21 | INFO     | phase0 | [exp9] VAE-GAN training done: outputs/tier2/exp9_pocket_mimi_vae/20260207_072912/checkpoints/vae_gan_final.pt
2026-02-07 10:14:21 | INFO     | phase0 | [exp9] Extracting VAE latents...
2026-02-07 10:14:23 | INFO     | phase0 | [exp9] 50/5000 utterances extracted
2026-02-07 10:14:25 | INFO     | phase0 | [exp9] 100/5000 utterances extracted
2026-02-07 10:14:27 | INFO     | phase0 | [exp9] 150/5000 utterances extracted
2026-02-07 10:14:29 | INFO     | phase0 | [exp9] 200/5000 utterances extracted
2026-02-07 10:14:31 | INFO     | phase0 | [exp9] 250/5000 utterances extracted
2026-02-07 10:14:33 | INFO     | phase0 | [exp9] 300/5000 utterances extracted
2026-02-07 10:14:36 | INFO     | phase0 | [exp9] 350/5000 utterances extracted
2026-02-07 10:14:37 | INFO     | phase0 | [exp9] 400/5000 utterances extracted
2026-02-07 10:14:39 | INFO     | phase0 | [exp9] 450/5000 utterances extracted
2026-02-07 10:14:42 | INFO     | phase0 | [exp9] 500/5000 utterances extracted
2026-02-07 10:14:44 | INFO     | phase0 | [exp9] 550/5000 utterances extracted
2026-02-07 10:14:46 | INFO     | phase0 | [exp9] 600/5000 utterances extracted
2026-02-07 10:14:48 | INFO     | phase0 | [exp9] 650/5000 utterances extracted
2026-02-07 10:14:49 | INFO     | phase0 | [exp9] 700/5000 utterances extracted
2026-02-07 10:14:52 | INFO     | phase0 | [exp9] 750/5000 utterances extracted
2026-02-07 10:14:54 | INFO     | phase0 | [exp9] 800/5000 utterances extracted
2026-02-07 10:14:56 | INFO     | phase0 | [exp9] 850/5000 utterances extracted
2026-02-07 10:14:58 | INFO     | phase0 | [exp9] 900/5000 utterances extracted
2026-02-07 10:15:00 | INFO     | phase0 | [exp9] 950/5000 utterances extracted
2026-02-07 10:15:02 | INFO     | phase0 | [exp9] 1000/5000 utterances extracted
2026-02-07 10:15:04 | INFO     | phase0 | [exp9] 1050/5000 utterances extracted
2026-02-07 10:15:07 | INFO     | phase0 | [exp9] 1100/5000 utterances extracted
2026-02-07 10:15:09 | INFO     | phase0 | [exp9] 1150/5000 utterances extracted
2026-02-07 10:15:11 | INFO     | phase0 | [exp9] 1200/5000 utterances extracted
2026-02-07 10:15:13 | INFO     | phase0 | [exp9] 1250/5000 utterances extracted
2026-02-07 10:15:15 | INFO     | phase0 | [exp9] 1300/5000 utterances extracted
2026-02-07 10:15:18 | INFO     | phase0 | [exp9] 1350/5000 utterances extracted
2026-02-07 10:15:20 | INFO     | phase0 | [exp9] 1400/5000 utterances extracted
2026-02-07 10:15:22 | INFO     | phase0 | [exp9] 1450/5000 utterances extracted
2026-02-07 10:15:24 | INFO     | phase0 | [exp9] 1500/5000 utterances extracted
2026-02-07 10:15:26 | INFO     | phase0 | [exp9] 1550/5000 utterances extracted
2026-02-07 10:15:28 | INFO     | phase0 | [exp9] 1600/5000 utterances extracted
2026-02-07 10:15:31 | INFO     | phase0 | [exp9] 1650/5000 utterances extracted
2026-02-07 10:15:33 | INFO     | phase0 | [exp9] 1700/5000 utterances extracted
2026-02-07 10:15:35 | INFO     | phase0 | [exp9] 1750/5000 utterances extracted
2026-02-07 10:15:37 | INFO     | phase0 | [exp9] 1800/5000 utterances extracted
2026-02-07 10:15:39 | INFO     | phase0 | [exp9] 1850/5000 utterances extracted
2026-02-07 10:15:41 | INFO     | phase0 | [exp9] 1900/5000 utterances extracted
2026-02-07 10:15:43 | INFO     | phase0 | [exp9] 1950/5000 utterances extracted
