experiment,latent_dim,best_eval_dnll,recon_l1,recon_mel,rollout_state_err,rollout_cos
exp9_pocket_mimi_vae,32,30.072189296038175,0.03680634349584579,3.169332056045532,0.17406184365972877,0.0
