K,method,angular_error_mean_deg,angular_error_median_deg,angular_error_p95_deg,codebook_utilization,codebook_utilization_frac,entropy_ratio,mel_distance_mean,mel_distance_std,l1_distance_mean,trajectory_divergence_mean,trajectory_divergence_growth_rate
2048,normalized,49.812625885009766,50.48255920410156,65.306396484375,497,0.24267578125,0.9253951217754357,5.558333039283752,1.1274462488256796,0.21478015407919884,374.98817443847656,2.7804208310581546
2048,unnormalized,50.04164505004883,50.70026779174805,65.61386108398438,389,0.18994140625,0.9460258804834776,4.733531403541565,1.8867332653133404,0.1309251543134451,231.4541473388672,1.539872581284253
